record_id,metric_name,metric_value,evidence_basis,evidence_urls,evidence_titles,calculation_rule,evidence_strength_score,verdict_confidence_score,confidence_band,audit_status
NEURALINK-003,strict_promise_result,Fail,"Strict promise rule: pass only when every material term, including timing, scope, quantity, capability, price, and permanence, was met. Any matured material miss is False and earns 0; later delivery is contextual only. Applied result: False (False — Missed Deadline). Evidence finding: The first human implant occurred in January 2024, after the 2022 target. Evidence: Musk's missed Neuralink FDA deadlines; Neuralink implants brain chip in first human. URLs: https://www.reuters.com/technology/elon-musks-missed-deadlines-fda-approval-neuralink-brain-chip-trials-2023-03-02/; https://www.reuters.com/technology/neuralink-implants-brain-chip-first-human-musk-says-2024-01-29/",https://www.reuters.com/technology/elon-musks-missed-deadlines-fda-approval-neuralink-brain-chip-trials-2023-03-02/; https://www.reuters.com/technology/neuralink-implants-brain-chip-first-human-musk-says-2024-01-29/,Musk's missed Neuralink FDA deadlines; Neuralink implants brain chip in first human,"Pass only if every material promise or forecast term was met; otherwise Fail, Pending, Unresolved, or Not applicable.",72,72,Medium,Complete
NEURALINK-004,deadline_result,FDA clearance arrived at deadline; implantation began about eight months later,Compared the original target/timeframe (“By 2023-05-31”) with the documented outcome. Result: FDA clearance arrived at deadline; implantation began about eight months later. Evidence: Musk expects Neuralink human trials in six months; Neuralink wins FDA clearance; Neuralink implants first human. URLs: https://www.reuters.com/technology/elon-musk-says-expects-neuralink-begin-human-trials-six-months-2022-12-01/; https://www.reuters.com/science/elon-musks-neuralink-gets-us-fda-approval-human-clinical-study-brain-implants-2023-05-25/; https://www.reuters.com/technology/neuralink-implants-brain-chip-first-human-musk-says-2024-01-29/,https://www.reuters.com/technology/elon-musk-says-expects-neuralink-begin-human-trials-six-months-2022-12-01/; https://www.reuters.com/science/elon-musks-neuralink-gets-us-fda-approval-human-clinical-study-brain-implants-2023-05-25/; https://www.reuters.com/technology/neuralink-implants-brain-chip-first-human-musk-says-2024-01-29/,Musk expects Neuralink human trials in six months; Neuralink wins FDA clearance; Neuralink implants first human,Compare original target with documented timing.,80,80,Medium-High,Complete
NEURALINK-004,eventual_outcome,Substantially fulfilled,"Classified the later real-world result independently from the headline verdict. Result: Substantially fulfilled. Documented outcome: FDA clearance came in May 2023, but the first participant was implanted in January 2024, so actual human testing began later than six months. Evidence: Musk expects Neuralink human trials in six months; Neuralink wins FDA clearance; Neuralink implants first human. URLs: https://www.reuters.com/technology/elon-musk-says-expects-neuralink-begin-human-trials-six-months-2022-12-01/; https://www.reuters.com/science/elon-musks-neuralink-gets-us-fda-approval-human-clinical-study-brain-implants-2023-05-25/; https://www.reuters.com/technology/neuralink-implants-brain-chip-first-human-musk-says-2024-01-29/",https://www.reuters.com/technology/elon-musk-says-expects-neuralink-begin-human-trials-six-months-2022-12-01/; https://www.reuters.com/science/elon-musks-neuralink-gets-us-fda-approval-human-clinical-study-brain-implants-2023-05-25/; https://www.reuters.com/technology/neuralink-implants-brain-chip-first-human-musk-says-2024-01-29/,Musk expects Neuralink human trials in six months; Neuralink wins FDA clearance; Neuralink implants first human,Classify the later real-world outcome separately from the headline verdict.,80,80,Medium-High,Complete
NEURALINK-004,factual_accuracy,Not applicable,"Compared the normalized proposition with the cited records. Result: Not applicable. Documented outcome: FDA clearance came in May 2023, but the first participant was implanted in January 2024, so actual human testing began later than six months. Evidence: Musk expects Neuralink human trials in six months; Neuralink wins FDA clearance; Neuralink implants first human. URLs: https://www.reuters.com/technology/elon-musk-says-expects-neuralink-begin-human-trials-six-months-2022-12-01/; https://www.reuters.com/science/elon-musks-neuralink-gets-us-fda-approval-human-clinical-study-brain-implants-2023-05-25/; https://www.reuters.com/technology/neuralink-implants-brain-chip-first-human-musk-says-2024-01-29/",https://www.reuters.com/technology/elon-musk-says-expects-neuralink-begin-human-trials-six-months-2022-12-01/; https://www.reuters.com/science/elon-musks-neuralink-gets-us-fda-approval-human-clinical-study-brain-implants-2023-05-25/; https://www.reuters.com/technology/neuralink-implants-brain-chip-first-human-musk-says-2024-01-29/,Musk expects Neuralink human trials in six months; Neuralink wins FDA clearance; Neuralink implants first human,Compare the normalized factual proposition with cited evidence.,80,80,Medium-High,Complete
NEURALINK-004,verdict_category,False,"Strict promise rule: pass only when every material term, including timing, scope, quantity, capability, price, and permanence, was met. Any matured material miss is False and earns 0; later delivery is contextual only. Applied result: False (False — Missed Deadline). Evidence finding: FDA clearance came in May 2023, but the first participant was implanted in January 2024, so actual human testing began later than six months. Evidence: Musk expects Neuralink human trials in six months; Neuralink wins FDA clearance; Neuralink implants first human. URLs: https://www.reuters.com/technology/elon-musk-says-expects-neuralink-begin-human-trials-six-months-2022-12-01/; https://www.reuters.com/science/elon-musks-neuralink-gets-us-fda-approval-human-clinical-study-brain-implants-2023-05-25/; https://www.reuters.com/technology/neuralink-implants-brain-chip-first-human-musk-says-2024-01-29/",https://www.reuters.com/technology/elon-musk-says-expects-neuralink-begin-human-trials-six-months-2022-12-01/; https://www.reuters.com/science/elon-musks-neuralink-gets-us-fda-approval-human-clinical-study-brain-implants-2023-05-25/; https://www.reuters.com/technology/neuralink-implants-brain-chip-first-human-musk-says-2024-01-29/,Musk expects Neuralink human trials in six months; Neuralink wins FDA clearance; Neuralink implants first human,Apply strict promise rule or published factual-claim classification.,80,80,Medium-High,Complete
NEURALINK-004,score_points,0,Score assigned mechanically from verdict and claim type under strict-promise-v1.0: False = 0 points.,https://www.reuters.com/technology/elon-musk-says-expects-neuralink-begin-human-trials-six-months-2022-12-01/; https://www.reuters.com/science/elon-musks-neuralink-gets-us-fda-approval-human-clinical-study-brain-implants-2023-05-25/; https://www.reuters.com/technology/neuralink-implants-brain-chip-first-human-musk-says-2024-01-29/,Musk expects Neuralink human trials in six months; Neuralink wins FDA clearance; Neuralink implants first human,Map verdict mechanically to points under the applicable rule.,80,80,Medium-High,Complete
NEURALINK-004,include_in_trust_score,Yes,Included because the claim has a resolved evidence-based verdict.,https://www.reuters.com/technology/elon-musk-says-expects-neuralink-begin-human-trials-six-months-2022-12-01/; https://www.reuters.com/science/elon-musks-neuralink-gets-us-fda-approval-human-clinical-study-brain-implants-2023-05-25/; https://www.reuters.com/technology/neuralink-implants-brain-chip-first-human-musk-says-2024-01-29/,Musk expects Neuralink human trials in six months; Neuralink wins FDA clearance; Neuralink implants first human,Include only resolved evidence-based verdicts.,80,80,Medium-High,Complete
NEURALINK-004,confidence,Medium-High,Evidence strength 80/100 = statement 26/30 + outcome 34/40 + corroboration 8/15 + directness 12/15. Published deductions yield verdict confidence 80/100 (Medium-High).,https://www.reuters.com/technology/elon-musk-says-expects-neuralink-begin-human-trials-six-months-2022-12-01/; https://www.reuters.com/science/elon-musks-neuralink-gets-us-fda-approval-human-clinical-study-brain-implants-2023-05-25/; https://www.reuters.com/technology/neuralink-implants-brain-chip-first-human-musk-says-2024-01-29/,Musk expects Neuralink human trials in six months; Neuralink wins FDA clearance; Neuralink implants first human,Calculate from evidence components and published deductions.,80,80,Medium-High,Complete
NEURALINK-004,credible_sources_contest_claim,No,Credible-source contestation: No. Resolution: No material contestation identified in the cited evidence. Evidence URLs: https://www.reuters.com/technology/elon-musk-says-expects-neuralink-begin-human-trials-six-months-2022-12-01/; https://www.reuters.com/science/elon-musks-neuralink-gets-us-fda-approval-human-clinical-study-brain-implants-2023-05-25/; https://www.reuters.com/technology/neuralink-implants-brain-chip-first-human-musk-says-2024-01-29/,https://www.reuters.com/technology/elon-musk-says-expects-neuralink-begin-human-trials-six-months-2022-12-01/; https://www.reuters.com/science/elon-musks-neuralink-gets-us-fda-approval-human-clinical-study-brain-implants-2023-05-25/; https://www.reuters.com/technology/neuralink-implants-brain-chip-first-human-musk-says-2024-01-29/,Musk expects Neuralink human trials in six months; Neuralink wins FDA clearance; Neuralink implants first human,Record material credible-source disagreement separately from verdict.,80,80,Medium-High,Complete
NEURALINK-004,correction_status,No correction documented in the cited evidence reviewed for this row,Correction status is bounded to the cited record: No correction documented in the cited evidence reviewed for this row. Evidence URLs: https://www.reuters.com/technology/elon-musk-says-expects-neuralink-begin-human-trials-six-months-2022-12-01/; https://www.reuters.com/science/elon-musks-neuralink-gets-us-fda-approval-human-clinical-study-brain-implants-2023-05-25/; https://www.reuters.com/technology/neuralink-implants-brain-chip-first-human-musk-says-2024-01-29/,https://www.reuters.com/technology/elon-musk-says-expects-neuralink-begin-human-trials-six-months-2022-12-01/; https://www.reuters.com/science/elon-musks-neuralink-gets-us-fda-approval-human-clinical-study-brain-implants-2023-05-25/; https://www.reuters.com/technology/neuralink-implants-brain-chip-first-human-musk-says-2024-01-29/,Musk expects Neuralink human trials in six months; Neuralink wins FDA clearance; Neuralink implants first human,Bound correction finding to cited evidence.,80,80,Medium-High,Complete
NEURALINK-004,repeated_after_correction,Not established from the cited evidence,Repeated after correction: Not established from the cited evidence. Minimum documented repetition count: At least 1 documented instance. Evidence URLs: https://www.reuters.com/technology/elon-musk-says-expects-neuralink-begin-human-trials-six-months-2022-12-01/; https://www.reuters.com/science/elon-musks-neuralink-gets-us-fda-approval-human-clinical-study-brain-implants-2023-05-25/; https://www.reuters.com/technology/neuralink-implants-brain-chip-first-human-musk-says-2024-01-29/,https://www.reuters.com/technology/elon-musk-says-expects-neuralink-begin-human-trials-six-months-2022-12-01/; https://www.reuters.com/science/elon-musks-neuralink-gets-us-fda-approval-human-clinical-study-brain-implants-2023-05-25/; https://www.reuters.com/technology/neuralink-implants-brain-chip-first-human-musk-says-2024-01-29/,Musk expects Neuralink human trials in six months; Neuralink wins FDA clearance; Neuralink implants first human,Bound repetition finding to cited evidence.,80,80,Medium-High,Complete
NEURALINK-004,intentional_deception_established,No,The cited evidence supports the central claim with qualifications. The documented imprecision or omitted context does not establish a knowing intent to deceive.,https://www.reuters.com/technology/elon-musk-says-expects-neuralink-begin-human-trials-six-months-2022-12-01/; https://www.reuters.com/science/elon-musks-neuralink-gets-us-fda-approval-human-clinical-study-brain-implants-2023-05-25/; https://www.reuters.com/technology/neuralink-implants-brain-chip-first-human-musk-says-2024-01-29/,Musk expects Neuralink human trials in six months; Neuralink wins FDA clearance; Neuralink implants first human,"Require direct admission, adjudicated intent finding, or comparably conclusive state-of-mind evidence.",80,80,Medium-High,Complete
NEURALINK-004,strict_promise_result,Fail,"Strict promise rule: pass only when every material term, including timing, scope, quantity, capability, price, and permanence, was met. Any matured material miss is False and earns 0; later delivery is contextual only. Applied result: False (False — Missed Deadline). Evidence finding: FDA clearance came in May 2023, but the first participant was implanted in January 2024, so actual human testing began later than six months. Evidence: Musk expects Neuralink human trials in six months; Neuralink wins FDA clearance; Neuralink implants first human. URLs: https://www.reuters.com/technology/elon-musk-says-expects-neuralink-begin-human-trials-six-months-2022-12-01/; https://www.reuters.com/science/elon-musks-neuralink-gets-us-fda-approval-human-clinical-study-brain-implants-2023-05-25/; https://www.reuters.com/technology/neuralink-implants-brain-chip-first-human-musk-says-2024-01-29/",https://www.reuters.com/technology/elon-musk-says-expects-neuralink-begin-human-trials-six-months-2022-12-01/; https://www.reuters.com/science/elon-musks-neuralink-gets-us-fda-approval-human-clinical-study-brain-implants-2023-05-25/; https://www.reuters.com/technology/neuralink-implants-brain-chip-first-human-musk-says-2024-01-29/,Musk expects Neuralink human trials in six months; Neuralink wins FDA clearance; Neuralink implants first human,"Pass only if every material promise or forecast term was met; otherwise Fail, Pending, Unresolved, or Not applicable.",80,80,Medium-High,Complete
NEURALINK-005,deadline_result,Demonstrated in first participant,Compared the original target/timeframe (“No explicit deadline”) with the documented outcome. Result: Demonstrated in first participant. Evidence: Neuralink implants brain chip in first human; First Neuralink patient controls mouse by thought; Neuralink patient plays online chess by thought. URLs: https://www.reuters.com/technology/neuralink-implants-brain-chip-first-human-musk-says-2024-01-29/; https://www.reuters.com/business/healthcare-pharmaceuticals/neuralinks-first-human-patient-able-control-mouse-through-thinking-musk-says-2024-02-20/; https://www.reuters.com/business/healthcare-pharmaceuticals/neuralink-shows-first-brain-chip-patient-playing-online-chess-2024-03-21/,https://www.reuters.com/technology/neuralink-implants-brain-chip-first-human-musk-says-2024-01-29/; https://www.reuters.com/business/healthcare-pharmaceuticals/neuralinks-first-human-patient-able-control-mouse-through-thinking-musk-says-2024-02-20/; https://www.reuters.com/business/healthcare-pharmaceuticals/neuralink-shows-first-brain-chip-patient-playing-online-chess-2024-03-21/,Neuralink implants brain chip in first human; First Neuralink patient controls mouse by thought; Neuralink patient plays online chess by thought,Compare original target with documented timing.,83,83,Medium-High,Complete
NEURALINK-005,eventual_outcome,Fulfilled,Classified the later real-world result independently from the headline verdict. Result: Fulfilled. Documented outcome: The first participant controlled a computer cursor and later played online chess using the implant. Evidence: Neuralink implants brain chip in first human; First Neuralink patient controls mouse by thought; Neuralink patient plays online chess by thought. URLs: https://www.reuters.com/technology/neuralink-implants-brain-chip-first-human-musk-says-2024-01-29/; https://www.reuters.com/business/healthcare-pharmaceuticals/neuralinks-first-human-patient-able-control-mouse-through-thinking-musk-says-2024-02-20/; https://www.reuters.com/business/healthcare-pharmaceuticals/neuralink-shows-first-brain-chip-patient-playing-online-chess-2024-03-21/,https://www.reuters.com/technology/neuralink-implants-brain-chip-first-human-musk-says-2024-01-29/; https://www.reuters.com/business/healthcare-pharmaceuticals/neuralinks-first-human-patient-able-control-mouse-through-thinking-musk-says-2024-02-20/; https://www.reuters.com/business/healthcare-pharmaceuticals/neuralink-shows-first-brain-chip-patient-playing-online-chess-2024-03-21/,Neuralink implants brain chip in first human; First Neuralink patient controls mouse by thought; Neuralink patient plays online chess by thought,Classify the later real-world outcome separately from the headline verdict.,83,83,Medium-High,Complete
NEURALINK-005,factual_accuracy,Not applicable,Compared the normalized proposition with the cited records. Result: Not applicable. Documented outcome: The first participant controlled a computer cursor and later played online chess using the implant. Evidence: Neuralink implants brain chip in first human; First Neuralink patient controls mouse by thought; Neuralink patient plays online chess by thought. URLs: https://www.reuters.com/technology/neuralink-implants-brain-chip-first-human-musk-says-2024-01-29/; https://www.reuters.com/business/healthcare-pharmaceuticals/neuralinks-first-human-patient-able-control-mouse-through-thinking-musk-says-2024-02-20/; https://www.reuters.com/business/healthcare-pharmaceuticals/neuralink-shows-first-brain-chip-patient-playing-online-chess-2024-03-21/,https://www.reuters.com/technology/neuralink-implants-brain-chip-first-human-musk-says-2024-01-29/; https://www.reuters.com/business/healthcare-pharmaceuticals/neuralinks-first-human-patient-able-control-mouse-through-thinking-musk-says-2024-02-20/; https://www.reuters.com/business/healthcare-pharmaceuticals/neuralink-shows-first-brain-chip-patient-playing-online-chess-2024-03-21/,Neuralink implants brain chip in first human; First Neuralink patient controls mouse by thought; Neuralink patient plays online chess by thought,Compare the normalized factual proposition with cited evidence.,83,83,Medium-High,Complete
NEURALINK-005,verdict_category,True,"Strict promise rule: pass only when every material term, including timing, scope, quantity, capability, price, and permanence, was met. Any matured material miss is False and earns 0; later delivery is contextual only. Applied result: True (True — Fulfilled as Stated). Evidence finding: The first participant controlled a computer cursor and later played online chess using the implant. Evidence: Neuralink implants brain chip in first human; First Neuralink patient controls mouse by thought; Neuralink patient plays online chess by thought. URLs: https://www.reuters.com/technology/neuralink-implants-brain-chip-first-human-musk-says-2024-01-29/; https://www.reuters.com/business/healthcare-pharmaceuticals/neuralinks-first-human-patient-able-control-mouse-through-thinking-musk-says-2024-02-20/; https://www.reuters.com/business/healthcare-pharmaceuticals/neuralink-shows-first-brain-chip-patient-playing-online-chess-2024-03-21/",https://www.reuters.com/technology/neuralink-implants-brain-chip-first-human-musk-says-2024-01-29/; https://www.reuters.com/business/healthcare-pharmaceuticals/neuralinks-first-human-patient-able-control-mouse-through-thinking-musk-says-2024-02-20/; https://www.reuters.com/business/healthcare-pharmaceuticals/neuralink-shows-first-brain-chip-patient-playing-online-chess-2024-03-21/,Neuralink implants brain chip in first human; First Neuralink patient controls mouse by thought; Neuralink patient plays online chess by thought,Apply strict promise rule or published factual-claim classification.,83,83,Medium-High,Complete
NEURALINK-005,score_points,100,Score assigned mechanically from verdict and claim type under strict-promise-v1.0: True = 100 points.,https://www.reuters.com/technology/neuralink-implants-brain-chip-first-human-musk-says-2024-01-29/; https://www.reuters.com/business/healthcare-pharmaceuticals/neuralinks-first-human-patient-able-control-mouse-through-thinking-musk-says-2024-02-20/; https://www.reuters.com/business/healthcare-pharmaceuticals/neuralink-shows-first-brain-chip-patient-playing-online-chess-2024-03-21/,Neuralink implants brain chip in first human; First Neuralink patient controls mouse by thought; Neuralink patient plays online chess by thought,Map verdict mechanically to points under the applicable rule.,83,83,Medium-High,Complete
NEURALINK-005,include_in_trust_score,Yes,Included because the claim has a resolved evidence-based verdict.,https://www.reuters.com/technology/neuralink-implants-brain-chip-first-human-musk-says-2024-01-29/; https://www.reuters.com/business/healthcare-pharmaceuticals/neuralinks-first-human-patient-able-control-mouse-through-thinking-musk-says-2024-02-20/; https://www.reuters.com/business/healthcare-pharmaceuticals/neuralink-shows-first-brain-chip-patient-playing-online-chess-2024-03-21/,Neuralink implants brain chip in first human; First Neuralink patient controls mouse by thought; Neuralink patient plays online chess by thought,Include only resolved evidence-based verdicts.,83,83,Medium-High,Complete
NEURALINK-005,confidence,Medium-High,Evidence strength 83/100 = statement 26/30 + outcome 34/40 + corroboration 8/15 + directness 15/15. Published deductions yield verdict confidence 83/100 (Medium-High).,https://www.reuters.com/technology/neuralink-implants-brain-chip-first-human-musk-says-2024-01-29/; https://www.reuters.com/business/healthcare-pharmaceuticals/neuralinks-first-human-patient-able-control-mouse-through-thinking-musk-says-2024-02-20/; https://www.reuters.com/business/healthcare-pharmaceuticals/neuralink-shows-first-brain-chip-patient-playing-online-chess-2024-03-21/,Neuralink implants brain chip in first human; First Neuralink patient controls mouse by thought; Neuralink patient plays online chess by thought,Calculate from evidence components and published deductions.,83,83,Medium-High,Complete
NEURALINK-005,credible_sources_contest_claim,No,Credible-source contestation: No. Resolution: No material contestation identified in the cited evidence. Evidence URLs: https://www.reuters.com/technology/neuralink-implants-brain-chip-first-human-musk-says-2024-01-29/; https://www.reuters.com/business/healthcare-pharmaceuticals/neuralinks-first-human-patient-able-control-mouse-through-thinking-musk-says-2024-02-20/; https://www.reuters.com/business/healthcare-pharmaceuticals/neuralink-shows-first-brain-chip-patient-playing-online-chess-2024-03-21/,https://www.reuters.com/technology/neuralink-implants-brain-chip-first-human-musk-says-2024-01-29/; https://www.reuters.com/business/healthcare-pharmaceuticals/neuralinks-first-human-patient-able-control-mouse-through-thinking-musk-says-2024-02-20/; https://www.reuters.com/business/healthcare-pharmaceuticals/neuralink-shows-first-brain-chip-patient-playing-online-chess-2024-03-21/,Neuralink implants brain chip in first human; First Neuralink patient controls mouse by thought; Neuralink patient plays online chess by thought,Record material credible-source disagreement separately from verdict.,83,83,Medium-High,Complete
NEURALINK-005,correction_status,No correction documented in the cited evidence reviewed for this row,Correction status is bounded to the cited record: No correction documented in the cited evidence reviewed for this row. Evidence URLs: https://www.reuters.com/technology/neuralink-implants-brain-chip-first-human-musk-says-2024-01-29/; https://www.reuters.com/business/healthcare-pharmaceuticals/neuralinks-first-human-patient-able-control-mouse-through-thinking-musk-says-2024-02-20/; https://www.reuters.com/business/healthcare-pharmaceuticals/neuralink-shows-first-brain-chip-patient-playing-online-chess-2024-03-21/,https://www.reuters.com/technology/neuralink-implants-brain-chip-first-human-musk-says-2024-01-29/; https://www.reuters.com/business/healthcare-pharmaceuticals/neuralinks-first-human-patient-able-control-mouse-through-thinking-musk-says-2024-02-20/; https://www.reuters.com/business/healthcare-pharmaceuticals/neuralink-shows-first-brain-chip-patient-playing-online-chess-2024-03-21/,Neuralink implants brain chip in first human; First Neuralink patient controls mouse by thought; Neuralink patient plays online chess by thought,Bound correction finding to cited evidence.,83,83,Medium-High,Complete
NEURALINK-005,repeated_after_correction,Not established from the cited evidence,Repeated after correction: Not established from the cited evidence. Minimum documented repetition count: At least 1 documented instance. Evidence URLs: https://www.reuters.com/technology/neuralink-implants-brain-chip-first-human-musk-says-2024-01-29/; https://www.reuters.com/business/healthcare-pharmaceuticals/neuralinks-first-human-patient-able-control-mouse-through-thinking-musk-says-2024-02-20/; https://www.reuters.com/business/healthcare-pharmaceuticals/neuralink-shows-first-brain-chip-patient-playing-online-chess-2024-03-21/,https://www.reuters.com/technology/neuralink-implants-brain-chip-first-human-musk-says-2024-01-29/; https://www.reuters.com/business/healthcare-pharmaceuticals/neuralinks-first-human-patient-able-control-mouse-through-thinking-musk-says-2024-02-20/; https://www.reuters.com/business/healthcare-pharmaceuticals/neuralink-shows-first-brain-chip-patient-playing-online-chess-2024-03-21/,Neuralink implants brain chip in first human; First Neuralink patient controls mouse by thought; Neuralink patient plays online chess by thought,Bound repetition finding to cited evidence.,83,83,Medium-High,Complete
NEURALINK-005,intentional_deception_established,No,The cited evidence supports the claim or fulfillment. No evidence in this row establishes intentional deception.,https://www.reuters.com/technology/neuralink-implants-brain-chip-first-human-musk-says-2024-01-29/; https://www.reuters.com/business/healthcare-pharmaceuticals/neuralinks-first-human-patient-able-control-mouse-through-thinking-musk-says-2024-02-20/; https://www.reuters.com/business/healthcare-pharmaceuticals/neuralink-shows-first-brain-chip-patient-playing-online-chess-2024-03-21/,Neuralink implants brain chip in first human; First Neuralink patient controls mouse by thought; Neuralink patient plays online chess by thought,"Require direct admission, adjudicated intent finding, or comparably conclusive state-of-mind evidence.",83,83,Medium-High,Complete
NEURALINK-005,strict_promise_result,Pass,"Strict promise rule: pass only when every material term, including timing, scope, quantity, capability, price, and permanence, was met. Any matured material miss is False and earns 0; later delivery is contextual only. Applied result: True (True — Fulfilled as Stated). Evidence finding: The first participant controlled a computer cursor and later played online chess using the implant. Evidence: Neuralink implants brain chip in first human; First Neuralink patient controls mouse by thought; Neuralink patient plays online chess by thought. URLs: https://www.reuters.com/technology/neuralink-implants-brain-chip-first-human-musk-says-2024-01-29/; https://www.reuters.com/business/healthcare-pharmaceuticals/neuralinks-first-human-patient-able-control-mouse-through-thinking-musk-says-2024-02-20/; https://www.reuters.com/business/healthcare-pharmaceuticals/neuralink-shows-first-brain-chip-patient-playing-online-chess-2024-03-21/",https://www.reuters.com/technology/neuralink-implants-brain-chip-first-human-musk-says-2024-01-29/; https://www.reuters.com/business/healthcare-pharmaceuticals/neuralinks-first-human-patient-able-control-mouse-through-thinking-musk-says-2024-02-20/; https://www.reuters.com/business/healthcare-pharmaceuticals/neuralink-shows-first-brain-chip-patient-playing-online-chess-2024-03-21/,Neuralink implants brain chip in first human; First Neuralink patient controls mouse by thought; Neuralink patient plays online chess by thought,"Pass only if every material promise or forecast term was met; otherwise Fail, Pending, Unresolved, or Not applicable.",83,83,Medium-High,Complete
NEURALINK-006,deadline_result,Deadline still open,Compared the original target/timeframe (“2026-12-31”) with the documented outcome. Result: Deadline still open. Evidence: Musk says Neuralink plans high-volume production by 2026; Neuralink reports 21 trial participants. URLs: https://www.reuters.com/business/healthcare-pharmaceuticals/musk-says-neuralink-start-high-volume-production-interface-devices-by-2026-2026-01-01/; https://www.reuters.com/legal/litigation/elon-musks-neuralink-says-it-has-21-participants-enrolled-trials-2026-01-28/,https://www.reuters.com/business/healthcare-pharmaceuticals/musk-says-neuralink-start-high-volume-production-interface-devices-by-2026-2026-01-01/; https://www.reuters.com/legal/litigation/elon-musks-neuralink-says-it-has-21-participants-enrolled-trials-2026-01-28/,Musk says Neuralink plans high-volume production by 2026; Neuralink reports 21 trial participants,Compare original target with documented timing.,72,72,Medium,Complete
NEURALINK-006,eventual_outcome,Pending,"Classified the later real-world result independently from the headline verdict. Result: Pending. Documented outcome: The 2026 deadline had not elapsed by the evaluation date. Neuralink reported 21 enrolled trial participants in January 2026, but that does not establish high-volume production or fully automated surgery. Evidence: Musk says Neuralink plans high-volume production by 2026; Neuralink reports 21 trial participants. URLs: https://www.reuters.com/business/healthcare-pharmaceuticals/musk-says-neuralink-start-high-volume-production-interface-devices-by-2026-2026-01-01/; https://www.reuters.com/legal/litigation/elon-musks-neuralink-says-it-has-21-participants-enrolled-trials-2026-01-28/",https://www.reuters.com/business/healthcare-pharmaceuticals/musk-says-neuralink-start-high-volume-production-interface-devices-by-2026-2026-01-01/; https://www.reuters.com/legal/litigation/elon-musks-neuralink-says-it-has-21-participants-enrolled-trials-2026-01-28/,Musk says Neuralink plans high-volume production by 2026; Neuralink reports 21 trial participants,Classify the later real-world outcome separately from the headline verdict.,72,72,Medium,Complete
NEURALINK-006,factual_accuracy,Not applicable,"Compared the normalized proposition with the cited records. Result: Not applicable. Documented outcome: The 2026 deadline had not elapsed by the evaluation date. Neuralink reported 21 enrolled trial participants in January 2026, but that does not establish high-volume production or fully automated surgery. Evidence: Musk says Neuralink plans high-volume production by 2026; Neuralink reports 21 trial participants. URLs: https://www.reuters.com/business/healthcare-pharmaceuticals/musk-says-neuralink-start-high-volume-production-interface-devices-by-2026-2026-01-01/; https://www.reuters.com/legal/litigation/elon-musks-neuralink-says-it-has-21-participants-enrolled-trials-2026-01-28/",https://www.reuters.com/business/healthcare-pharmaceuticals/musk-says-neuralink-start-high-volume-production-interface-devices-by-2026-2026-01-01/; https://www.reuters.com/legal/litigation/elon-musks-neuralink-says-it-has-21-participants-enrolled-trials-2026-01-28/,Musk says Neuralink plans high-volume production by 2026; Neuralink reports 21 trial participants,Compare the normalized factual proposition with cited evidence.,72,72,Medium,Complete
NEURALINK-006,verdict_category,Pending,"Strict promise rule: pass only when every material term, including timing, scope, quantity, capability, price, and permanence, was met. Any matured material miss is False and earns 0; later delivery is contextual only. Applied result: Pending (Pending). Evidence finding: The 2026 deadline had not elapsed by the evaluation date. Neuralink reported 21 enrolled trial participants in January 2026, but that does not establish high-volume production or fully automated surgery. Evidence: Musk says Neuralink plans high-volume production by 2026; Neuralink reports 21 trial participants. URLs: https://www.reuters.com/business/healthcare-pharmaceuticals/musk-says-neuralink-start-high-volume-production-interface-devices-by-2026-2026-01-01/; https://www.reuters.com/legal/litigation/elon-musks-neuralink-says-it-has-21-participants-enrolled-trials-2026-01-28/",https://www.reuters.com/business/healthcare-pharmaceuticals/musk-says-neuralink-start-high-volume-production-interface-devices-by-2026-2026-01-01/; https://www.reuters.com/legal/litigation/elon-musks-neuralink-says-it-has-21-participants-enrolled-trials-2026-01-28/,Musk says Neuralink plans high-volume production by 2026; Neuralink reports 21 trial participants,Apply strict promise rule or published factual-claim classification.,72,72,Medium,Complete
NEURALINK-006,score_points,,Score assigned mechanically from verdict and claim type under strict-promise-v1.0: Pending = excluded points.,https://www.reuters.com/business/healthcare-pharmaceuticals/musk-says-neuralink-start-high-volume-production-interface-devices-by-2026-2026-01-01/; https://www.reuters.com/legal/litigation/elon-musks-neuralink-says-it-has-21-participants-enrolled-trials-2026-01-28/,Musk says Neuralink plans high-volume production by 2026; Neuralink reports 21 trial participants,Map verdict mechanically to points under the applicable rule.,72,72,Medium,Complete
NEURALINK-006,include_in_trust_score,No,Excluded because the verdict is Pending: Deadline or relevant condition had not matured by the evaluation date.,https://www.reuters.com/business/healthcare-pharmaceuticals/musk-says-neuralink-start-high-volume-production-interface-devices-by-2026-2026-01-01/; https://www.reuters.com/legal/litigation/elon-musks-neuralink-says-it-has-21-participants-enrolled-trials-2026-01-28/,Musk says Neuralink plans high-volume production by 2026; Neuralink reports 21 trial participants,Include only resolved evidence-based verdicts.,72,72,Medium,Complete
