record_id,statement_source_url,statement_source_title,statement_source_tier,statement_evidence_quality_score,outcome_source_1_url,outcome_source_1_title,outcome_source_2_url,outcome_source_2_title,outcome_evidence_quality_score,corroboration_score,directness_score,evidence_strength_score,verdict_confidence_score,confidence,evidence_source_count,independent_source_domain_count,credible_sources_contest_claim,source_audit_status,notes
PUBLIC-027,https://apnews.com/article/fact-check-elon-musk-voter-id-laws-new-york-california-0d480c1759469b030d7fe3dcf41ff947,It is not illegal to show ID when voting in California or New York,Associated Press fact check using state election law and official guidance,30,https://apnews.com/article/fact-check-elon-musk-voter-id-laws-new-york-california-0d480c1759469b030d7fe3dcf41ff947,It is not illegal to show ID when voting in California or New York,,,34,0,15,79,76,Medium-High,1,1,Yes,Pass with single-source limitation,Credible-source contestation is recorded and reflected in verdict confidence.
PUBLIC-028,https://www.factcheck.org/2026/02/trump-and-musk-amplify-long-ago-debunked-mail-in-vote-fraud-claim/,Trump and Musk Amplify Long-Ago Debunked Mail-In Vote Fraud Claim,Established fact-checker using Pennsylvania election records and the original repost,24,https://www.factcheck.org/2026/02/trump-and-musk-amplify-long-ago-debunked-mail-in-vote-fraud-claim/,Trump and Musk Amplify Long-Ago Debunked Mail-In Vote Fraud Claim,,,31,0,15,70,67,Medium,1,1,Yes,Pass with single-source limitation,Credible-source contestation is recorded and reflected in verdict confidence.
PUBLIC-029,https://www.factcheck.org/2026/04/elon-musk-amplifies-baseless-claim-about-covid-19-vaccine/,Elon Musk Amplifies Baseless Claim About COVID-19 Vaccine,Established fact-checker using German safety monitoring and epidemiological evidence,24,https://www.factcheck.org/2026/04/elon-musk-amplifies-baseless-claim-about-covid-19-vaccine/,Elon Musk Amplifies Baseless Claim About COVID-19 Vaccine,,,31,0,15,70,67,Medium,1,1,Yes,Pass with single-source limitation,Credible-source contestation is recorded and reflected in verdict confidence.
ZIP2-001,https://www.washingtonpost.com/business/2024/10/27/elon-musk-immigration/,Elon Musk claims student visa permitted him to work in U.S.,Major national newspaper documenting Musk’s direct denial,26,https://www.washingtonpost.com/business/2024/10/26/elon-musk-immigration-status/,"Elon Musk, enemy of “open borders,” launched his career working illegally",https://apnews.com/article/biden-elon-musk-student-visa-work-fbd836b3de358148cda16c273ff904c4,Biden calls out Musk over report that he worked illegally in U.S.,34,15,15,90,87,High,3,2,Yes,Pass,Credible-source contestation is recorded and reflected in verdict confidence.
OPENAI-001,https://x.com/elonmusk/status/1639142924985278466,Elon Musk post claiming he donated the first $100 million to OpenAI,Primary social-media statement,30,https://openai.com/index/openai-elon-musk/,OpenAI and Elon Musk,https://apnews.com/article/musk-altman-openai-trial-chatgpt-a4a8930b17b534d49a13e53d581d9e4c,Elon Musk tells his side of OpenAI’s beginnings in trial pitting him against CEO Sam Altman,34,8,15,87,84,Medium-High,3,1,Yes,Pass,Credible-source contestation is recorded and reflected in verdict confidence.
OPENAI-002,https://apnews.com/article/microsoft-sam-altman-openai-chatgpt-425186c7640aa3d0956e99314a9240e2,"Elon Musk sues OpenAI and CEO Sam Altman, claiming betrayal of its goal to benefit humanity",Associated Press reporting on Musk’s filed complaint,26,https://openai.com/index/openai-elon-musk/,OpenAI and Elon Musk,https://apnews.com/article/openai-elon-musk-lawsuit-sam-altman-4a4c0a19316f849f65db9e6d2b0b7a6b,OpenAI says Musk agreed the ChatGPT maker should become a for-profit company,34,8,12,80,72,Medium-High,3,1,Yes,Pass,Credible-source contestation is recorded and reflected in verdict confidence.
OPENAI-003,https://apnews.com/article/microsoft-sam-altman-openai-chatgpt-425186c7640aa3d0956e99314a9240e2,"Elon Musk sues OpenAI and CEO Sam Altman, claiming betrayal of its goal to benefit humanity",Associated Press reporting on Musk’s filed complaint,26,https://openai.com/index/openai-lp/,OpenAI LP,https://apnews.com/article/microsoft-sam-altman-openai-chatgpt-425186c7640aa3d0956e99314a9240e2,"Elon Musk sues OpenAI and CEO Sam Altman, claiming betrayal of its goal to benefit humanity",34,8,12,80,72,Medium-High,2,1,Yes,Pass,Credible-source contestation is recorded and reflected in verdict confidence.
OPENAI-004,https://apnews.com/article/microsoft-sam-altman-openai-chatgpt-425186c7640aa3d0956e99314a9240e2,"Elon Musk sues OpenAI and CEO Sam Altman, claiming betrayal of its goal to benefit humanity",Associated Press reporting on Musk’s filed complaint,26,https://openai.com/index/elon-musk-wanted-an-openai-for-profit/,Elon Musk wanted an OpenAI for-profit,https://apnews.com/article/openai-elon-musk-lawsuit-sam-altman-4a4c0a19316f849f65db9e6d2b0b7a6b,OpenAI says Musk agreed the ChatGPT maker should become a for-profit company,34,8,12,80,72,Medium-High,3,1,Yes,Pass,Credible-source contestation is recorded and reflected in verdict confidence.
OPENAI-005,https://www.theverge.com/2018/2/21/17036214/elon-musk-openai-ai-safety-leaves-board,Elon Musk leaves board of AI safety group to avoid conflict of interest with Tesla,Contemporaneous technology reporting quoting OpenAI’s announcement,26,https://openai.com/index/elon-musk-wanted-an-openai-for-profit/,Elon Musk wanted an OpenAI for-profit,https://apnews.com/article/musk-altman-artificial-intelligence-trial-openai-eb854fa682675f70267abd8a7b9a6a43,Elon Musk and OpenAI CEO Sam Altman head to court in high-stakes showdown over AI,34,8,8,76,51,Medium-Low,3,2,Yes,Pass,Credible-source contestation is recorded and reflected in verdict confidence.
OPENAI-006,https://openai.com/index/elon-musk-wanted-an-openai-for-profit/,Elon Musk wanted an OpenAI for-profit,Primary email published by an adverse party,30,https://apnews.com/article/openai-trial-musk-altman-ipo-776743f032d8e5ac4faf85088db8bfc0,Could anything but profit steer AI? The OpenAI trial offered no easy answers,https://openai.com/index/our-structure/,Our structure,34,8,15,87,87,High,3,1,No,Pass,No structural source limitation identified by the automated audit.
OPENAI-007,https://apnews.com/article/microsoft-sam-altman-openai-chatgpt-425186c7640aa3d0956e99314a9240e2,"Elon Musk sues OpenAI and CEO Sam Altman, claiming betrayal of its goal to benefit humanity",Associated Press reporting on Musk’s filed complaint,26,https://openai.com/index/elon-musk-wanted-an-openai-for-profit/,Elon Musk wanted an OpenAI for-profit,https://apnews.com/article/openai-elon-musk-lawsuit-sam-altman-4a4c0a19316f849f65db9e6d2b0b7a6b,OpenAI says Musk agreed the ChatGPT maker should become a for-profit company,34,8,12,80,72,Medium-High,3,1,Yes,Pass,Credible-source contestation is recorded and reflected in verdict confidence.
PAYPAL-001,https://www.wired.com/story/whats-driving-elon-musk/,What's driving Elon Musk?,Established technology publication quoting a named former colleague,26,https://www.sec.gov/Archives/edgar/data/1065088/000089161802003554/f83130orsv4.htm,PayPal/eBay merger registration statement and historical financial disclosures,https://www.sec.gov/Archives/edgar/data/1103415/000091205702009834/a2073071z10-k405.htm,PayPal 2001 Form 10-K,40,8,12,86,78,Medium-High,3,2,Yes,Pass with same-domain corroboration limitation,Both outcome sources are from the same domain; corroboration receives partial rather than full credit. Credible-source contestation is recorded and reflected in verdict confidence.
PAYPAL-002,https://www.xprize.org/people/elon-musk,Elon Musk Profile Page,Organizational profile associated with Musk’s benefactor role,18,https://www.sec.gov/Archives/edgar/data/1103415/000091205702009834/a2073071z10-k405.htm,PayPal 2001 Form 10-K,https://www.sec.gov/Archives/edgar/data/1065088/000089161802003554/f83130orsv4.htm,PayPal/eBay merger registration statement and historical financial disclosures,40,8,12,78,73,Medium-High,3,2,No,Pass with same-domain corroboration limitation,Both outcome sources are from the same domain; corroboration receives partial rather than full credit.
PAYPAL-003,https://www.xprize.org/people/elon-musk,Elon Musk Profile Page,Organizational profile associated with Musk’s benefactor role,18,https://www.sec.gov/Archives/edgar/data/1103415/000091205702009834/a2073071z10-k405.htm,PayPal 2001 Form 10-K,,,40,0,15,73,73,Medium-High,2,2,No,Pass,No structural source limitation identified by the automated audit.
X-012,https://www.theguardian.com/technology/2022/nov/21/elon-musk-rules-out-conspiracy-theorist-alex-jones-return-to-twitter,Elon Musk rules out conspiracy theorist Alex Jones’s return to Twitter,Tier 1 independent quoting Musk,26,https://www.reuters.com/technology/musk-poll-shows-x-users-want-us-conspiracy-theorist-jones-account-back-2023-12-10/,Conspiracy theorist Alex Jones reinstated on X after Musk poll,https://apnews.com/article/alex-jones-x-account-elon-musk-90cfc990631dec5e8f337167fbe16372,Elon Musk restores X account of conspiracy theorist Alex Jones,34,15,15,90,87,High,3,3,Yes,Pass,Credible-source contestation is recorded and reflected in verdict confidence.
X-013,https://x.com/elonmusk/status/1595671290421170179,Elon Musk post: removing child exploitation is priority number one,Primary social-media statement,30,https://www.reuters.com/technology/australian-court-upholds-order-musks-x-pay-418000-fine-over-anti-child-abuse-2024-10-04/,Australian court upholds order for Musk’s X to pay fine over anti-child-abuse probe,https://www.reuters.com/legal/litigation/elon-musks-x-admits-noncompliance-with-australia-child-protection-request-2026-05-20/,Elon Musk’s X admits noncompliance with Australia child-protection request,34,8,12,84,76,Medium-High,3,1,Yes,Pass with same-domain corroboration limitation,Both outcome sources are from the same domain; corroboration receives partial rather than full credit. Credible-source contestation is recorded and reflected in verdict confidence.
X-014,https://x.com/elonmusk/status/1692558414105186796,Elon Musk post saying the block feature would be deleted except for DMs,Primary social-media statement,30,https://www.reuters.com/technology/elon-musk-says-x-will-strip-ability-block-accounts-2023-08-19/,Elon Musk says X will strip ability to block accounts,https://help.x.com/en/using-x/blocking-and-unblocking-accounts,X Help: Blocking on X,34,8,15,87,84,Medium-High,3,1,Yes,Pass,Credible-source contestation is recorded and reflected in verdict confidence.
PUBLIC-030,https://x.com/elonmusk/status/1594552252865384450,Elon Musk post about the death of his firstborn child,Primary social-media statement,30,https://x.com/justinemusk/status/1595506087570333696,Justine Musk post disputing Elon Musk’s account,https://www.independent.co.uk/news/world/americas/justine-musk-elon-musk-dying-son-b2234938.html,Elon Musk’s ex-wife disputes his claim he held dying son in his arms,34,8,8,80,55,Medium,3,1,Yes,Pass,Credible-source contestation is recorded and reflected in verdict confidence.
PUBLIC-031,https://apnews.com/article/elon-musk-x-antisemitism-twitter-ads-83e68f03e9bf1d261c1a8c55066c4e59,Elon Musk endorses antisemitic conspiracy theory on X,Associated Press reporting reproducing Musk’s post,26,https://apnews.com/article/elon-musk-x-antisemitism-twitter-ads-83e68f03e9bf1d261c1a8c55066c4e59,Elon Musk endorses antisemitic conspiracy theory on X,https://www.reuters.com/technology/elon-musk-curses-out-advertisers-who-left-x-over-antisemitic-content-2023-11-29/,Elon Musk apologizes for antisemitic post while attacking departing advertisers,34,15,12,87,79,Medium-High,2,2,Yes,Pass,Credible-source contestation is recorded and reflected in verdict confidence.
PUBLIC-032,https://x.com/elonmusk/status/1904065163407368212,Elon Musk post asserting white genocide in South Africa,Primary social-media statement,30,https://www.reuters.com/world/us/trump-makes-false-claims-white-genocide-south-africa-during-ramaphosa-meeting-2025-05-21/,A check of false claims about white genocide in South Africa,https://apnews.com/article/south-africa-farm-killings-musk-trump-misinformation-d60c4417f6613afb8de7460433819bfa,A memorial to South Africa’s farm killings tells only part of the story,34,15,15,94,91,High,3,2,Yes,Pass,Credible-source contestation is recorded and reflected in verdict confidence.
PUBLIC-033,https://x.com/elonmusk/status/1903556327290626165,Elon Musk post accusing the EFF of actively promoting white genocide,Primary social-media statement,30,https://apnews.com/article/south-africa-elon-musk-song-whites-feeed9e3f5dd43e1b612f750b4405f32,An apartheid-era song Elon Musk decried as anti-white is again at center of dispute,https://www.reuters.com/world/us/trump-makes-false-claims-white-genocide-south-africa-during-ramaphosa-meeting-2025-05-21/,A check of false claims about white genocide in South Africa,34,15,12,91,83,Medium-High,3,2,Yes,Pass,Credible-source contestation is recorded and reflected in verdict confidence.
PUBLIC-034,https://www.reuters.com/world/uk/child-rape-scandal-dominating-uk-politics-after-musk-criticism-2025-01-06/,The child rape scandal dominating UK politics after Musk criticism,Tier 1 independent quoting Musk,26,https://www.reuters.com/world/uk/child-rape-scandal-dominating-uk-politics-after-musk-criticism-2025-01-06/,The child rape scandal dominating UK politics after Musk criticism,https://www.reuters.com/world/uk/uks-starmer-criticises-those-spreading-lies-misinformation-online-2025-01-06/,UK’s Starmer criticises those spreading lies and misinformation online,34,8,12,80,72,Medium-High,2,1,Yes,Pass with same-domain corroboration limitation,Both outcome sources are from the same domain; corroboration receives partial rather than full credit. Credible-source contestation is recorded and reflected in verdict confidence.
PUBLIC-035,https://www.reuters.com/fact-check/tommy-robinson-jailed-contempt-court-not-telling-truth-2024-10-30/,"Tommy Robinson jailed for contempt of court, not for telling truth",Reuters fact check reproducing the claim,26,https://www.reuters.com/fact-check/tommy-robinson-jailed-contempt-court-not-telling-truth-2024-10-30/,"Tommy Robinson jailed for contempt of court, not for telling truth",https://www.reuters.com/world/uk/uk-anti-muslim-activist-tommy-robinson-loses-challenge-segregation-jail-2025-03-21/,UK anti-Muslim activist Tommy Robinson loses challenge to segregation in jail,34,8,15,83,80,Medium-High,2,1,Yes,Pass with same-domain corroboration limitation,Both outcome sources are from the same domain; corroboration receives partial rather than full credit. Credible-source contestation is recorded and reflected in verdict confidence.
PUBLIC-036,https://www.reuters.com/fact-check/no-evidence-us-spent-50-million-condoms-gaza-2025-01-30/,No evidence US spent $50 million on condoms for Gaza,Reuters fact check reproducing and tracing the claim,26,https://www.reuters.com/fact-check/no-evidence-us-spent-50-million-condoms-gaza-2025-01-30/,No evidence US spent $50 million on condoms for Gaza,https://apnews.com/article/trump-downsizing-federal-workers-doge-00683abc4de44a151f26aaa6cb0d0f30,Trump and Musk make disputed spending claims while downsizing government,34,15,15,90,87,High,2,2,Yes,Pass,Credible-source contestation is recorded and reflected in verdict confidence.
PUBLIC-037,https://www.reuters.com/world/us/news-outlets-reject-trump-accusations-usaid-media-payoff-2025-02-07/,News outlets reject accusations of USAID media payoff,Tier 1 independent documenting the amplified claim,26,https://www.reuters.com/world/us/news-outlets-reject-trump-accusations-usaid-media-payoff-2025-02-07/,News outlets reject accusations of USAID media payoff,https://www.factcheck.org/2025/02/trump-online-posts-misrepresent-government-subscriptions-to-news-services/,"Trump, Online Posts Misrepresent Government Subscriptions to News Services",34,15,15,90,87,High,2,2,Yes,Pass,Credible-source contestation is recorded and reflected in verdict confidence.
PUBLIC-038,https://www.sec.gov/Archives/edgar/data/1103415/000091205702023923/a2082068zs-1.htm,"PayPal, Inc. Form S-1 filed June 12, 2002",Primary SEC filing signed by Musk as a director,30,https://magazine.wharton.upenn.edu/issues/fall-2010/he-wont-back-down/,"He Won’t Back Down: Elon Musk, W’97, C’97",https://knowledge.wharton.upenn.edu/article/harnessing-the-sun-and-outer-space-elon-musks-sky-high-vision/,Harnessing the Sun and Outer Space: Elon Musk’s Sky-high Vision,38,15,12,95,87,High,3,3,Yes,Pass,Credible-source contestation is recorded and reflected in verdict confidence.
TESLA-051,https://www.tesla.com/elon-musk,Tesla biography: Elon Musk,Primary company biography,30,https://ir.tesla.com/press-release/judge-strikes-claim-who-can-be-declared-founder-tesla-motors,Judge strikes claim on who can be declared a founder of Tesla Motors,https://www.investopedia.com/articles/personal-finance/061915/story-behind-teslas-success.asp,Tesla: The True Untold Story,26,8,12,76,68,Medium,3,1,Yes,Pass,Credible-source contestation is recorded and reflected in verdict confidence.
