record_id,schema_version,statement_date,organization_or_domain,primary_domain,topic,claim_type,statement_paraphrase,target_date_or_timeframe,statement_source_url,statement_source_title,statement_source_tier,evaluation_date,verdict_category,display_verdict,score_points,include_in_trust_score,exclusion_reason,classification_rationale,credible_sources_contest_claim,contestation_resolution,deadline_result,eventual_outcome,factual_accuracy,deception_intent_status,outcome_summary,outcome_source_1_url,outcome_source_1_title,outcome_source_2_url,outcome_source_2_title,confidence,selection_basis,source_quality_notes,methodology_notes,legacy_methodology_notes,legacy_statement_type,legacy_verdict,legacy_weighted_reliability_score,legacy_included_in_site_percentage
SPACEX-003,2.0,2012-07-12,SpaceX,Business & Technology,Human Mars mission,Prediction or Forecast,"People would reach Mars in 12 to 15 years, and in less than 20 years.",Most likely 2024 to 2027; outer bound 2032,https://archive.is/c2u4U,NYT audit transcript of Musk's Mars goals,Tier 1 independent transcription,2026-07-26,Pending,Pending,,No,Deadline or relevant condition had not matured by the evaluation date.,The relevant deadline or stated condition had not matured by the evaluation date.,No,,Most-likely window nearly elapsed; outer bound future,Pending,Not applicable,Not established,"No human has reached Mars, but the most-likely window does not fully expire until July 2027 and the broader outer bound is later.",https://www.nytimes.com/interactive/2026/06/02/technology/elon-musk-promises-spacex-ipo.html,Elon Musk Laid Out 602 Goals. We Counted How Many He Hit,,,High,"High-impact, concrete, externally verifiable claim or dated commitment","Primary source and/or major wire, official record, or established fact-checker",Excluded from the v2 Trust Score as Pending: Deadline or relevant condition had not matured by the evaluation date.,Excluded until the stated window expires.,Dated forecast,PENDING,,No
SPACEX-004,2.0,2019-09-28,SpaceX,Business & Technology,Starship orbital flight,Prediction or Forecast,Send Starship to orbit in less than six months.,By roughly 2020-03,https://www.reuters.com/article/lifestyle/science/elon-musk-unveils-new-mars-rocket-prototype-expects-missions-in-months-idUSKBN1WE0OF/,Musk unveils Starship prototype and expects missions in months,Tier 1 independent quoting Musk,2026-07-26,Misleading,Materially Late,50,Yes,,"The central outcome eventually occurred, but the missed deadline was material to the original claim.",No,,About three years late,Partially fulfilled or materially late,Not applicable,Not established,The first integrated Starship flight test occurred in April 2023 and did not complete a full orbit.,https://www.reuters.com/business/aerospace-defense/elon-musks-spacex-launches-debut-flight-starship-rocket-system-2023-04-20/,SpaceX launches debut flight of Starship rocket system,,,High,"High-impact, concrete, externally verifiable claim or dated commitment","Primary source and/or major wire, official record, or established fact-checker",Scored under the v2 Misleading category at 50 points. This verdict measures demonstrated reliability and does not by itself establish deceptive intent.,"A missed deadline is scored as a reliability failure, not automatically as a deliberate lie.",Dated forecast,FULFILLED_LATE,0.5,Yes
SPACEX-005,2.0,2019-09-28,SpaceX,Business & Technology,Starship crewed flight,Prediction or Forecast,Fly people on Starship in the following year.,2020,https://www.reuters.com/article/lifestyle/science/elon-musk-unveils-new-mars-rocket-prototype-expects-missions-in-months-idUSKBN1WE0OF/,Musk unveils Starship prototype and expects missions in months,Tier 1 independent quoting Musk,2026-07-26,False,Incorrect,0,Yes,,The measurable forecast did not occur within the stated timeframe.,No,,Missed,Unfulfilled or reversed,Not applicable,Not established,Starship had not carried people by 2020 or by the evaluation date.,https://www.reuters.com/business/aerospace-defense/elon-musks-spacex-launches-debut-flight-starship-rocket-system-2023-04-20/,SpaceX launches debut flight of Starship rocket system,https://www.nytimes.com/interactive/2026/06/02/technology/elon-musk-promises-spacex-ipo.html,Elon Musk Laid Out 602 Goals. We Counted How Many He Hit,High,"High-impact, concrete, externally verifiable claim or dated commitment","Primary source and/or major wire, official record, or established fact-checker",Scored under the v2 False category at 0 points. This verdict measures demonstrated reliability and does not by itself establish deceptive intent.,"A missed deadline is scored as a reliability failure, not automatically as a deliberate lie.",Dated forecast,NOT_FULFILLED,0.0,Yes
SPACEX-006,2.0,2022-02-10,SpaceX,Business & Technology,Starship orbital flight,Prediction or Forecast,Starship would reach orbit during 2022.,2022-12-31,https://www.reuters.com/lifestyle/science/spacex-chief-elon-musk-highly-confident-his-starship-will-reach-orbit-this-year-2022-02-11/,Musk highly confident Starship will reach orbit this year,Tier 1 independent quoting Musk,2026-07-26,Mostly True,Mostly Correct,75,Yes,,The central outcome occurred with a relatively limited delay.,No,,Missed by several months,Substantially fulfilled,Not applicable,Not established,The first integrated Starship test flight occurred in April 2023.,https://www.reuters.com/business/aerospace-defense/elon-musks-spacex-launches-debut-flight-starship-rocket-system-2023-04-20/,SpaceX launches debut flight of Starship rocket system,,,High,"High-impact, concrete, externally verifiable claim or dated commitment","Primary source and/or major wire, official record, or established fact-checker",Scored under the v2 Mostly True category at 75 points. This verdict measures demonstrated reliability and does not by itself establish deceptive intent.,"A missed deadline is scored as a reliability failure, not automatically as a deliberate lie.",Dated forecast,FULFILLED_LATE,0.75,Yes
SPACEX-007,2.0,2022-08-22,SpaceX,Business & Technology,Starship orbital flight,Prediction or Forecast,Make Starship reach orbit by the end of 2022.,2022-12-31,https://archive.is/c2u4U,NYT audit transcript of Musk's dated business goals,Tier 1 independent transcription,2026-07-26,Mostly True,Mostly Correct,75,Yes,,The central outcome occurred with a relatively limited delay.,No,,Missed by several months,Substantially fulfilled,Not applicable,Not established,The first integrated flight occurred in April 2023.,https://www.reuters.com/business/aerospace-defense/elon-musks-spacex-launches-debut-flight-starship-rocket-system-2023-04-20/,SpaceX launches debut flight of Starship rocket system,,,High,Repeated public deadline included because the project was explicitly re-promised,"Primary source and/or major wire, official record, or established fact-checker",Scored under the v2 Mostly True category at 75 points. This verdict measures demonstrated reliability and does not by itself establish deceptive intent.,"A missed deadline is scored as a reliability failure, not automatically as a deliberate lie.",Repeated dated goal,FULFILLED_LATE,0.75,Yes
SPACEX-008,2.0,2022-02-10,SpaceX,Business & Technology,Starship manufacturing,Prediction or Forecast,Build a new Starship and booster every month by the end of 2022.,2022-12-31,https://www.reuters.com/lifestyle/science/spacex-chief-elon-musk-highly-confident-his-starship-will-reach-orbit-this-year-2022-02-11/,Musk highly confident Starship will reach orbit this year,Tier 1 independent quoting Musk,2026-07-26,Unresolved,Unresolved,,No,Public manufacturing data are insufficient to verify the claimed complete Starship-and-booster monthly cadence.,Public manufacturing data are insufficient to verify the claimed complete Starship-and-booster monthly cadence.,No,,Public evidence insufficient,Unresolved,Not applicable,Not established,SpaceX did not publish enough standardized manufacturing data to verify whether a complete new ship-and-booster set was produced every month.,https://www.reuters.com/lifestyle/science/spacex-chief-elon-musk-highly-confident-his-starship-will-reach-orbit-this-year-2022-02-11/,Musk highly confident Starship will reach orbit this year,,,Medium,"High-impact, concrete, externally verifiable claim or dated commitment","Primary source and/or major wire, official record, or established fact-checker",Excluded from the v2 Trust Score as Unresolved: Public manufacturing data are insufficient to verify the claimed complete Starship-and-booster monthly cadence.,Excluded because production cadence is not independently verifiable from public data.,Dated forecast,UNCLEAR,,No
SPACEX-009,2.0,2018-09,SpaceX,Business & Technology,dearMoon,Promise or Commitment,Fly Japanese billionaire Yusaku Maezawa and artists around the Moon in 2023.,2023,https://www.reuters.com/lifestyle/science/spacex-chief-elon-musk-highly-confident-his-starship-will-reach-orbit-this-year-2022-02-11/,Musk highly confident Starship will reach orbit this year,Tier 1 independent,2026-07-26,False,Unfulfilled,0,Yes,,The deadline matured without the promised result being delivered under the original terms.,No,,Missed and canceled,Unfulfilled or reversed,Not applicable,Not established,The mission did not fly in 2023 and Maezawa canceled it in 2024 because the schedule remained uncertain.,https://www.reuters.com/technology/space/japanese-billionaire-maezawa-dearmoon-mission-cancels-moon-flyby-2024-06-01/,Japanese billionaire Maezawa cancels dearMoon mission,,,High,"High-impact, concrete, externally verifiable claim or dated commitment","Primary source and/or major wire, official record, or established fact-checker",Scored under the v2 False category at 0 points. This verdict measures demonstrated reliability and does not by itself establish deceptive intent.,"A missed deadline is scored as a reliability failure, not automatically as a deliberate lie.",Dated promise,NOT_FULFILLED,0.0,Yes
SPACEX-010,2.0,2023-04-20,SpaceX,Business & Technology,Starship second flight,Prediction or Forecast,Launch Starship's second flight in roughly six weeks after the first integrated test.,Around 2023-06,https://archive.is/c2u4U,NYT audit transcript of Musk's dated business goals,Tier 1 independent transcription,2026-07-26,Misleading,Materially Late,50,Yes,,"The central outcome eventually occurred, but the missed deadline was material to the original claim.",No,,About five months late,Partially fulfilled or materially late,Not applicable,Not established,"Starship's second integrated flight launched on November 18, 2023.",https://www.spacex.com/launches/mission/?missionId=starship-flight-2,SpaceX Starship Flight 2,,,High,"High-impact, concrete, externally verifiable claim or dated commitment","Primary source and/or major wire, official record, or established fact-checker",Scored under the v2 Misleading category at 50 points. This verdict measures demonstrated reliability and does not by itself establish deceptive intent.,"A missed deadline is scored as a reliability failure, not automatically as a deliberate lie.",Dated forecast,FULFILLED_LATE,0.5,Yes
SPACEX-011,2.0,2024-03,SpaceX,Business & Technology,Mars,Prediction or Forecast,Starship would reach Mars within five years.,By roughly 2029,https://archive.is/c2u4U,NYT audit transcript of Musk's Mars goals,Tier 1 independent transcription,2026-07-26,Pending,Pending,,No,Deadline or relevant condition had not matured by the evaluation date.,The relevant deadline or stated condition had not matured by the evaluation date.,No,,Future target,Pending,Not applicable,Not established,The deadline remains in the future.,https://www.nytimes.com/interactive/2026/06/02/technology/elon-musk-promises-spacex-ipo.html,Elon Musk Laid Out 602 Goals. We Counted How Many He Hit,,,High,"High-impact, concrete, externally verifiable claim or dated commitment","Primary source and/or major wire, official record, or established fact-checker",Excluded from the v2 Trust Score as Pending: Deadline or relevant condition had not matured by the evaluation date.,"A missed deadline is scored as a reliability failure, not automatically as a deliberate lie.",Long-range forecast,PENDING,,No
SPACEX-012,2.0,2024-04,SpaceX,Business & Technology,Mars city,Prediction or Forecast,One million people would live on Mars in about 20 years.,Around 2044,https://archive.is/c2u4U,NYT audit transcript of Musk's Mars goals,Tier 1 independent transcription,2026-07-26,Pending,Pending,,No,Deadline or relevant condition had not matured by the evaluation date.,The relevant deadline or stated condition had not matured by the evaluation date.,No,,Future target,Pending,Not applicable,Not established,The target is decades in the future and cannot yet be scored.,https://www.nytimes.com/interactive/2026/06/02/technology/elon-musk-promises-spacex-ipo.html,Elon Musk Laid Out 602 Goals. We Counted How Many He Hit,,,High,"High-impact, concrete, externally verifiable claim or dated commitment","Primary source and/or major wire, official record, or established fact-checker",Excluded from the v2 Trust Score as Pending: Deadline or relevant condition had not matured by the evaluation date.,"A missed deadline is scored as a reliability failure, not automatically as a deliberate lie.",Long-range forecast,PENDING,,No
SPACEX-013,2.0,2024-11-20,SpaceX,Business & Technology,Uncrewed Mars mission,Prediction or Forecast,Send several uncrewed Starships to Mars in two years.,Around 2026-11,https://archive.is/c2u4U,NYT audit transcript of Musk's Mars goals,Tier 1 independent transcription,2026-07-26,Pending,Pending,,No,Deadline or relevant condition had not matured by the evaluation date.,The relevant deadline or stated condition had not matured by the evaluation date.,No,,Future target,Pending,Not applicable,Not established,The target date had not arrived by the evaluation date.,https://www.nytimes.com/interactive/2026/06/02/technology/elon-musk-promises-spacex-ipo.html,Elon Musk Laid Out 602 Goals. We Counted How Many He Hit,,,High,"High-impact, concrete, externally verifiable claim or dated commitment","Primary source and/or major wire, official record, or established fact-checker",Excluded from the v2 Trust Score as Pending: Deadline or relevant condition had not matured by the evaluation date.,"A missed deadline is scored as a reliability failure, not automatically as a deliberate lie.",Dated forecast,PENDING,,No
SPACEX-014,2.0,2024-11-20,SpaceX,Business & Technology,Crewed Mars mission,Prediction or Forecast,"If the uncrewed missions succeeded, send crewed ships to Mars in four years.",Around 2028-11,https://archive.is/c2u4U,NYT audit transcript of Musk's Mars goals,Tier 1 independent transcription,2026-07-26,Pending,Pending,,No,Deadline or relevant condition had not matured by the evaluation date.,The relevant deadline or stated condition had not matured by the evaluation date.,No,,Conditional and future,Pending,Not applicable,Not established,The deadline and prerequisite remain in the future.,https://www.nytimes.com/interactive/2026/06/02/technology/elon-musk-promises-spacex-ipo.html,Elon Musk Laid Out 602 Goals. We Counted How Many He Hit,,,High,"High-impact, concrete, externally verifiable claim or dated commitment","Primary source and/or major wire, official record, or established fact-checker",Excluded from the v2 Trust Score as Pending: Deadline or relevant condition had not matured by the evaluation date.,"A missed deadline is scored as a reliability failure, not automatically as a deliberate lie.",Dated forecast,PENDING,,No
SPACEX-015,2.0,2025-03-15,SpaceX,Business & Technology,Uncrewed Mars mission,Prediction or Forecast,Launch Starship toward Mars at the end of 2026 carrying an Optimus robot.,End of 2026,https://archive.is/c2u4U,NYT audit transcript of Musk's Mars goals,Tier 1 independent transcription,2026-07-26,Pending,Pending,,No,Deadline or relevant condition had not matured by the evaluation date.,The relevant deadline or stated condition had not matured by the evaluation date.,No,,Future target,Pending,Not applicable,Not established,The target date had not arrived by July 2026.,https://www.nytimes.com/interactive/2026/06/02/technology/elon-musk-promises-spacex-ipo.html,Elon Musk Laid Out 602 Goals. We Counted How Many He Hit,,,High,"High-impact, concrete, externally verifiable claim or dated commitment","Primary source and/or major wire, official record, or established fact-checker",Excluded from the v2 Trust Score as Pending: Deadline or relevant condition had not matured by the evaluation date.,"A missed deadline is scored as a reliability failure, not automatically as a deliberate lie.",Dated forecast,PENDING,,No
SPACEX-016,2.0,2025-03-15,SpaceX,Business & Technology,Human Mars landing,Prediction or Forecast,"Begin human Mars landings as early as 2029, with 2031 more likely.",2029 to 2031,https://archive.is/c2u4U,NYT audit transcript of Musk's Mars goals,Tier 1 independent transcription,2026-07-26,Pending,Pending,,No,Deadline or relevant condition had not matured by the evaluation date.,The relevant deadline or stated condition had not matured by the evaluation date.,No,,Future target,Pending,Not applicable,Not established,The stated window remains in the future.,https://www.nytimes.com/interactive/2026/06/02/technology/elon-musk-promises-spacex-ipo.html,Elon Musk Laid Out 602 Goals. We Counted How Many He Hit,,,High,"High-impact, concrete, externally verifiable claim or dated commitment","Primary source and/or major wire, official record, or established fact-checker",Excluded from the v2 Trust Score as Pending: Deadline or relevant condition had not matured by the evaluation date.,"A missed deadline is scored as a reliability failure, not automatically as a deliberate lie.",Dated forecast,PENDING,,No
SPACEX-017,2.0,2019-10,SpaceX,Business & Technology,Crew Dragon,Prediction or Forecast,Have Crew Dragon hardware ready for a crewed launch within roughly three to four months.,Early 2020,https://www.reuters.com/article/us-space-spacex-musk/spacex-ceo-musk-says-crew-dragon-capsule-will-be-ready-in-three-to-four-months-idUSKBN1WH1LN/,Musk says Crew Dragon capsule will be ready in three to four months,Tier 1 independent quoting Musk,2026-07-26,Mostly True,Mostly Correct,75,Yes,,The central outcome occurred with a relatively limited delay.,No,,Crewed launch occurred in May 2020,Substantially fulfilled,Not applicable,Not established,"NASA and SpaceX launched Demo-2 with astronauts on May 30, 2020, several months beyond the shortest reading of the forecast.",https://www.nasa.gov/mission/nasas-spacex-demo-2/,NASA's SpaceX Demo-2 mission,,,High,"High-impact, concrete, externally verifiable claim or dated commitment","Primary source and/or major wire, official record, or established fact-checker",Scored under the v2 Mostly True category at 75 points. This verdict measures demonstrated reliability and does not by itself establish deceptive intent.,"A missed deadline is scored as a reliability failure, not automatically as a deliberate lie.",Dated forecast,FULFILLED_LATE,0.75,Yes
SPACEX-018,2.0,2017,SpaceX,Business & Technology,Falcon Heavy,Prediction or Forecast,Launch Falcon Heavy during 2017 after repeated schedule revisions.,2017,https://www.nasa.gov/history/5-years-ago-first-flight-of-the-falcon-heavy-rocket/,"NASA: Five years ago, first flight of Falcon Heavy",Official retrospective,2026-07-26,Mostly True,Mostly Correct,75,Yes,,The central outcome occurred with a relatively limited delay.,No,,Missed by weeks,Substantially fulfilled,Not applicable,Not established,"Falcon Heavy's first flight occurred on February 6, 2018.",https://www.nasa.gov/history/5-years-ago-first-flight-of-the-falcon-heavy-rocket/,"NASA: Five years ago, first flight of Falcon Heavy",,,Medium-High,"High-impact, concrete, externally verifiable claim or dated commitment","Primary source and/or major wire, official record, or established fact-checker",Scored under the v2 Mostly True category at 75 points. This verdict measures demonstrated reliability and does not by itself establish deceptive intent.,The precise 2017 promise was reported repeatedly; NASA supplies the definitive outcome date.,Dated forecast,FULFILLED_LATE,0.75,Yes
X-001,2.0,2022-10-28,X / Twitter,Media & Society,Content moderation council,Promise or Commitment,Create a diverse content-moderation council and make no major content decisions or account reinstatements before it convened.,Before major moderation decisions or reinstatements,https://www.reuters.com/markets/deals/elon-musk-says-twitter-will-create-content-moderation-council-2022-10-28/,Musk says Twitter will create content moderation council,Tier 1 independent quoting Musk,2026-07-26,False,Unfulfilled,0,Yes,,The deadline matured without the promised result being delivered under the original terms.,No,,Reinstatements occurred first,Unfulfilled or reversed,Not applicable,Not established,"Musk reinstated major accounts, including Donald Trump's, before any announced council convened; Twitter later dissolved its existing Trust and Safety Council.",https://www.reuters.com/technology/elon-musk-says-twitter-provide-amnesty-some-suspended-accounts-starting-next-2022-11-24/,Musk says Twitter to provide amnesty to some suspended accounts,https://www.reuters.com/technology/twitter-dissolves-trust-safety-council-2022-12-13/,Twitter dissolves Trust and Safety Council,High,"High-impact, concrete, externally verifiable claim or dated commitment","Primary source and/or major wire, official record, or established fact-checker",Scored under the v2 False category at 0 points. This verdict measures demonstrated reliability and does not by itself establish deceptive intent.,"A missed deadline is scored as a reliability failure, not automatically as a deliberate lie.",Dated procedural promise,NOT_FULFILLED,0.0,Yes
X-002,2.0,2022-11-06,X / Twitter,Media & Society,ElonJet account,Promise or Commitment,"Keep the account tracking his private jet online despite the personal-safety risk, as evidence of his free-speech commitment.",No deadline; ongoing commitment,https://politifact.com/factchecks/2022/dec/19/elon-musk/elon-musk-said-he-wouldnt-ban-the-twitter-account/,Musk said he would not ban the Twitter account tracking his jet,Established specialist fact-checker linking the original post,2026-07-26,False,Promise Reversed,0,Yes,,Musk or the relevant organization later did the opposite of the explicit commitment.,No,,Reversed within weeks,Unfulfilled or reversed,Not applicable,Not established,"Twitter suspended @ElonJet on December 14, 2022. PolitiFact classified the reversal as a Full Flop.",https://politifact.com/factchecks/2022/dec/19/elon-musk/elon-musk-said-he-wouldnt-ban-the-twitter-account/,Musk said he would not ban the Twitter account tracking his jet,,,High,Complete current PolitiFact Musk speaker-profile promise-reversal entry,"Primary source and/or major wire, official record, or established fact-checker",Scored under the v2 False category at 0 points. This verdict measures demonstrated reliability and does not by itself establish deceptive intent.,"A missed deadline is scored as a reliability failure, not automatically as a deliberate lie.",Promise,PROMISE_REVERSED,0.0,Yes
X-003,2.0,2022-12-16,X / Twitter,Media & Society,Suspended journalists,Promise or Commitment,Restore suspended journalists immediately after an X poll favored reinstatement.,Immediately after poll,https://www.reuters.com/technology/elon-musks-twitter-suspension-journalists-draws-global-backlash-2022-12-16/,Musk restores Twitter accounts of journalists,Tier 1 independent quoting Musk and documenting outcome,2026-07-26,True,Fulfilled On Time,100,Yes,,The documented outcome matched the central commitment within the stated deadline.,No,,Met,Fulfilled,Not applicable,Not established,The accounts of several suspended journalists were restored after the poll result.,https://www.reuters.com/technology/elon-musks-twitter-suspension-journalists-draws-global-backlash-2022-12-16/,Musk restores Twitter accounts of journalists,,,High,"High-impact, concrete, externally verifiable claim or dated commitment","Primary source and/or major wire, official record, or established fact-checker",Scored under the v2 True category at 100 points. This verdict measures demonstrated reliability and does not by itself establish deceptive intent.,"A missed deadline is scored as a reliability failure, not automatically as a deliberate lie.",Poll-linked promise,FULFILLED_ON_TIME,1.0,Yes
X-004,2.0,2023-03,X / Twitter,Media & Society,Recommendation algorithm,Promise or Commitment,"Publish Twitter's content-recommendation code on March 31, 2023.",2023-03-31,https://www.reuters.com/technology/twitter-makes-content-recommendation-code-public-2023-03-31/,Twitter makes some of its source code public,Tier 1 independent quoting Musk,2026-07-26,Misleading,Partially Fulfilled,50,Yes,,"The date was met, but only part of the promised recommendation code was released. The material scope shortfall is scored Misleading.",No,,Date met; scope narrower than implied,Partially fulfilled or materially late,Not applicable,Not established,"Twitter published parts of the recommendation code on March 31, but Reuters described the release as only part of the relevant code.",https://www.reuters.com/technology/twitter-makes-content-recommendation-code-public-2023-03-31/,Twitter makes some of its source code public,https://github.com/twitter/the-algorithm,Twitter's public algorithm repository,High,"High-impact, concrete, externally verifiable claim or dated commitment","Primary source and/or major wire, official record, or established fact-checker",Scored under the v2 Misleading category at 50 points. This verdict measures demonstrated reliability and does not by itself establish deceptive intent.,Excluded from binary headline scoring because the date was met but the promised scope was only partial.,Dated transparency promise,PARTIALLY_FULFILLED,0.75,No
X-005,2.0,2023-03-31,X / Twitter,Media & Society,Recommendation algorithm,Promise or Commitment,Make the entirety of the recommendation code public within the next few weeks.,April 2023,https://www.reuters.com/technology/twitter-makes-content-recommendation-code-public-2023-03-31/,Twitter makes some of its source code public,Tier 1 independent quoting Musk,2026-07-26,False,Unfulfilled,0,Yes,,The deadline matured without the promised result being delivered under the original terms.,No,,Missed,Unfulfilled or reversed,Not applicable,Not established,No documented complete release followed within weeks; X announced another broad open-source release nearly three years later.,https://www.reuters.com/business/media-telecom/musks-x-open-source-new-algorithm-seven-days-2026-01-10/,Musk's X to open source new algorithm in seven days,https://techcrunch.com/2026/01/20/x-open-sources-its-algorithm-while-facing-a-transparency-fine-and-grok-controversies/,X open sources its algorithm in 2026,High,"High-impact, concrete, externally verifiable claim or dated commitment","Primary source and/or major wire, official record, or established fact-checker",Scored under the v2 False category at 0 points. This verdict measures demonstrated reliability and does not by itself establish deceptive intent.,"A missed deadline is scored as a reliability failure, not automatically as a deliberate lie.",Dated follow-up promise,NOT_FULFILLED,0.0,Yes
X-006,2.0,2026-01-10,X / Twitter,Media & Society,Recommendation algorithm,Promise or Commitment,"Open-source the new X recommendation algorithm, including organic and advertising recommendation code, within seven days.",2026-01-17,https://www.reuters.com/business/media-telecom/musks-x-open-source-new-algorithm-seven-days-2026-01-10/,Musk's X to open source new algorithm in seven days,Tier 1 independent quoting Musk,2026-07-26,Mostly True,Fulfilled Slightly Late,75,Yes,,The central outcome occurred with a relatively limited delay.,No,,About three days late,Substantially fulfilled,Not applicable,Not established,"X released the code on January 20, 2026, approximately ten days after the promise and three days beyond the stated seven-day deadline.",https://techcrunch.com/2026/01/20/x-open-sources-its-algorithm-while-facing-a-transparency-fine-and-grok-controversies/,X open sources its algorithm while facing transparency scrutiny,https://github.com/twitter/the-algorithm,X algorithm repository,High,"High-impact, concrete, externally verifiable claim or dated commitment","Primary source and/or major wire, official record, or established fact-checker",Scored under the v2 Mostly True category at 75 points. This verdict measures demonstrated reliability and does not by itself establish deceptive intent.,"A missed deadline is scored as a reliability failure, not automatically as a deliberate lie.",Dated promise,FULFILLED_LATE,0.75,Yes
X-007,2.0,2026-01-10,X / Twitter,Media & Society,Recommendation algorithm,Promise or Commitment,Publish algorithm updates and detailed developer notes every four weeks for the foreseeable future.,Every four weeks beginning in 2026,https://www.reuters.com/business/media-telecom/musks-x-open-source-new-algorithm-seven-days-2026-01-10/,Musk's X to open source new algorithm in seven days,Tier 1 independent quoting Musk,2026-07-26,Unresolved,Unresolved,,No,A complete four-week publication cadence cannot be independently audited from the available public record.,A complete four-week publication cadence cannot be independently audited from the available public record.,No,,Insufficient public audit trail,Unresolved,Not applicable,Not established,"A repository exists, but a reliable independent month-by-month audit of complete four-week disclosures was not available for this version of the dataset.",https://github.com/twitter/the-algorithm,X algorithm repository,,,Medium,"High-impact, concrete, externally verifiable claim or dated commitment","Primary source and/or major wire, official record, or established fact-checker",Excluded from the v2 Trust Score as Unresolved: A complete four-week publication cadence cannot be independently audited from the available public record.,Recurring claims require a reproducible commit-history audit before scoring.,Recurring promise,UNCLEAR,,No
X-008,2.0,2023-08-05,X / Twitter,Media & Society,Legal support for users,Promise or Commitment,"Pay legal bills, with no stated limit, for users unfairly treated by employers because of posts or likes on X.",Ongoing,https://www.reuters.com/legal/musks-x-fund-legal-bills-people-treated-unfairly-due-posting-platform-2023-08-06/,Musk's X to pay legal bills of people treated unfairly for posting,Tier 1 independent quoting Musk,2026-07-26,Unresolved,Unresolved,,No,"At least one prominent case was funded, but the universal, unlimited promise has no objective completion threshold and cannot be fairly scored.","At least one prominent case was funded, but the universal, unlimited promise has no objective completion threshold and cannot be fairly scored.",No,,At least one prominent case funded,Unresolved,Not applicable,Not established,"X paid Gina Carano's legal bills in her case against Disney, and the dispute later settled. The universal, no-limit wording cannot be verified for all eligible users.",https://www.reuters.com/legal/government/elon-musks-x-taps-small-dc-law-firm-free-speech-battles-2024-02-08/,X pays Gina Carano's legal bills,https://www.reuters.com/legal/litigation/disney-settles-lawsuit-with-fired-mandalorian-actress-gina-carano-2025-08-07/,Disney settles Gina Carano lawsuit,High,"High-impact, concrete, externally verifiable claim or dated commitment","Primary source and/or major wire, official record, or established fact-checker","Excluded from the v2 Trust Score as Unresolved: At least one prominent case was funded, but the universal, unlimited promise has no objective completion threshold and cannot be fairly scored.","Counted as concrete partial performance, but excluded from binary scoring because the promise had undefined eligibility and unlimited scope.",Open-ended promise,PARTIALLY_FULFILLED,0.5,No
X-009,2.0,2022-11-06,X / Twitter,Media & Society,Information accuracy,Opinion or Rhetoric,Make Twitter by far the most accurate source of information about the world.,No measurable deadline,https://www.reuters.com/technology/twitter-handles-engaging-impersonation-without-clearly-specifying-will-be-2022-11-06/,Musk says Twitter's mission is to become the most accurate information source,Tier 1 independent quoting Musk,2026-07-26,Unresolved,Unresolved,,No,The mission statement lacks a measurable definition of accuracy and an objective deadline.,The mission statement lacks a measurable definition of accuracy and an objective deadline.,No,,No operational metric or deadline,Not applicable,Not applicable,Not established,"The statement supplies neither a measurable definition of accuracy nor a deadline, so a pass/fail determination would be subjective.",https://www.reuters.com/technology/twitter-handles-engaging-impersonation-without-clearly-specifying-will-be-2022-11-06/,Musk says Twitter's mission is to become the most accurate information source,,,High,"High-impact, concrete, externally verifiable claim or dated commitment","Primary source and/or major wire, official record, or established fact-checker",Excluded from the v2 Trust Score as Unresolved: The mission statement lacks a measurable definition of accuracy and an objective deadline.,Aspirational slogans are retained for context but excluded from all percentages.,Aspirational mission statement,UNSCORABLE,,No
X-010,2.0,2022-12-20,X / Twitter,Media & Society,CEO succession,Promise or Commitment,Step down as Twitter chief executive after finding a successor.,When a successor was found,https://www.reuters.com/technology/musk-says-he-will-step-down-twitter-ceo-once-he-finds-successor-2022-12-21/,Musk says he will step down as Twitter CEO once he finds a successor,Tier 1 independent quoting Musk,2026-07-26,True,Fulfilled,100,Yes,,The available evidence supports the central claim or shows the commitment was fulfilled as stated.,No,,Condition met in 2023,Fulfilled,Not applicable,Not established,Musk appointed Linda Yaccarino as CEO in May 2023 and moved to executive chair and chief technology officer roles.,https://www.reuters.com/business/autos-transportation/xs-tumultuous-journey-under-elon-musk-2025-07-09/,X's tumultuous journey under Elon Musk,,,High,"High-impact, concrete, externally verifiable claim or dated commitment","Primary source and/or major wire, official record, or established fact-checker",Scored under the v2 True category at 100 points. This verdict measures demonstrated reliability and does not by itself establish deceptive intent.,"A missed deadline is scored as a reliability failure, not automatically as a deliberate lie.",Conditional promise,FULFILLED,1.0,Yes
