record_id,statement_date,organization_or_domain,topic,statement_type,statement_paraphrase,target_date_or_timeframe,statement_source_url,statement_source_title,statement_source_tier,evaluation_date,verdict,deadline_result,eventual_fulfillment,factual_accuracy,binary_resolved_score,on_time_score,weighted_reliability_score,deception_intent_status,outcome_summary,outcome_source_1_url,outcome_source_1_title,outcome_source_2_url,outcome_source_2_title,confidence,included_in_site_percentage,selection_basis,source_quality_notes,methodology_notes
X-003,2022-12-16,X / Twitter,Suspended journalists,Poll-linked promise,Restore suspended journalists immediately after an X poll favored reinstatement.,Immediately after poll,https://www.reuters.com/technology/elon-musks-twitter-suspension-journalists-draws-global-backlash-2022-12-16/,Musk restores Twitter accounts of journalists,Tier 1 independent quoting Musk and documenting outcome,2026-07-26,FULFILLED_ON_TIME,Met,Yes,Not applicable,1,1,1.0,Not established,The accounts of several suspended journalists were restored after the poll result.,https://www.reuters.com/technology/elon-musks-twitter-suspension-journalists-draws-global-backlash-2022-12-16/,Musk restores Twitter accounts of journalists,,,High,Yes,"High-impact, concrete, externally verifiable claim or dated commitment","Primary source and/or major wire, official record, or established fact-checker","A missed deadline is scored as a reliability failure, not automatically as a deliberate lie."
X-004,2023-03,X / Twitter,Recommendation algorithm,Dated transparency promise,"Publish Twitter's content-recommendation code on March 31, 2023.",2023-03-31,https://www.reuters.com/technology/twitter-makes-content-recommendation-code-public-2023-03-31/,Twitter makes some of its source code public,Tier 1 independent quoting Musk,2026-07-26,PARTIALLY_FULFILLED,Date met; scope narrower than implied,Partial,Not applicable,,1,0.75,Not established,"Twitter published parts of the recommendation code on March 31, but Reuters described the release as only part of the relevant code.",https://www.reuters.com/technology/twitter-makes-content-recommendation-code-public-2023-03-31/,Twitter makes some of its source code public,https://github.com/twitter/the-algorithm,Twitter's public algorithm repository,High,No,"High-impact, concrete, externally verifiable claim or dated commitment","Primary source and/or major wire, official record, or established fact-checker",Excluded from binary headline scoring because the date was met but the promised scope was only partial.
X-005,2023-03-31,X / Twitter,Recommendation algorithm,Dated follow-up promise,Make the entirety of the recommendation code public within the next few weeks.,April 2023,https://www.reuters.com/technology/twitter-makes-content-recommendation-code-public-2023-03-31/,Twitter makes some of its source code public,Tier 1 independent quoting Musk,2026-07-26,NOT_FULFILLED,Missed,No,Not applicable,0,0,0.0,Not established,No documented complete release followed within weeks; X announced another broad open-source release nearly three years later.,https://www.reuters.com/business/media-telecom/musks-x-open-source-new-algorithm-seven-days-2026-01-10/,Musk's X to open source new algorithm in seven days,https://techcrunch.com/2026/01/20/x-open-sources-its-algorithm-while-facing-a-transparency-fine-and-grok-controversies/,X open sources its algorithm in 2026,High,Yes,"High-impact, concrete, externally verifiable claim or dated commitment","Primary source and/or major wire, official record, or established fact-checker","A missed deadline is scored as a reliability failure, not automatically as a deliberate lie."
X-006,2026-01-10,X / Twitter,Recommendation algorithm,Dated promise,"Open-source the new X recommendation algorithm, including organic and advertising recommendation code, within seven days.",2026-01-17,https://www.reuters.com/business/media-telecom/musks-x-open-source-new-algorithm-seven-days-2026-01-10/,Musk's X to open source new algorithm in seven days,Tier 1 independent quoting Musk,2026-07-26,FULFILLED_LATE,About three days late,Yes,Not applicable,1,0,0.75,Not established,"X released the code on January 20, 2026, approximately ten days after the promise and three days beyond the stated seven-day deadline.",https://techcrunch.com/2026/01/20/x-open-sources-its-algorithm-while-facing-a-transparency-fine-and-grok-controversies/,X open sources its algorithm while facing transparency scrutiny,https://github.com/twitter/the-algorithm,X algorithm repository,High,Yes,"High-impact, concrete, externally verifiable claim or dated commitment","Primary source and/or major wire, official record, or established fact-checker","A missed deadline is scored as a reliability failure, not automatically as a deliberate lie."
X-007,2026-01-10,X / Twitter,Recommendation algorithm,Recurring promise,Publish algorithm updates and detailed developer notes every four weeks for the foreseeable future.,Every four weeks beginning in 2026,https://www.reuters.com/business/media-telecom/musks-x-open-source-new-algorithm-seven-days-2026-01-10/,Musk's X to open source new algorithm in seven days,Tier 1 independent quoting Musk,2026-07-26,UNCLEAR,Insufficient public audit trail,Unclear,Not applicable,,,,Not established,"A repository exists, but a reliable independent month-by-month audit of complete four-week disclosures was not available for this version of the dataset.",https://github.com/twitter/the-algorithm,X algorithm repository,,,Medium,No,"High-impact, concrete, externally verifiable claim or dated commitment","Primary source and/or major wire, official record, or established fact-checker",Recurring claims require a reproducible commit-history audit before scoring.
X-008,2023-08-05,X / Twitter,Legal support for users,Open-ended promise,"Pay legal bills, with no stated limit, for users unfairly treated by employers because of posts or likes on X.",Ongoing,https://www.reuters.com/legal/musks-x-fund-legal-bills-people-treated-unfairly-due-posting-platform-2023-08-06/,Musk's X to pay legal bills of people treated unfairly for posting,Tier 1 independent quoting Musk,2026-07-26,PARTIALLY_FULFILLED,At least one prominent case funded,Partial,Not applicable,,,0.5,Not established,"X paid Gina Carano's legal bills in her case against Disney, and the dispute later settled. The universal, no-limit wording cannot be verified for all eligible users.",https://www.reuters.com/legal/government/elon-musks-x-taps-small-dc-law-firm-free-speech-battles-2024-02-08/,X pays Gina Carano's legal bills,https://www.reuters.com/legal/litigation/disney-settles-lawsuit-with-fired-mandalorian-actress-gina-carano-2025-08-07/,Disney settles Gina Carano lawsuit,High,No,"High-impact, concrete, externally verifiable claim or dated commitment","Primary source and/or major wire, official record, or established fact-checker","Counted as concrete partial performance, but excluded from binary scoring because the promise had undefined eligibility and unlimited scope."
X-009,2022-11-06,X / Twitter,Information accuracy,Aspirational mission statement,Make Twitter by far the most accurate source of information about the world.,No measurable deadline,https://www.reuters.com/technology/twitter-handles-engaging-impersonation-without-clearly-specifying-will-be-2022-11-06/,Musk says Twitter's mission is to become the most accurate information source,Tier 1 independent quoting Musk,2026-07-26,UNSCORABLE,No operational metric or deadline,Unclear,Unclear,,,,Not established,"The statement supplies neither a measurable definition of accuracy nor a deadline, so a pass/fail determination would be subjective.",https://www.reuters.com/technology/twitter-handles-engaging-impersonation-without-clearly-specifying-will-be-2022-11-06/,Musk says Twitter's mission is to become the most accurate information source,,,High,No,"High-impact, concrete, externally verifiable claim or dated commitment","Primary source and/or major wire, official record, or established fact-checker",Aspirational slogans are retained for context but excluded from all percentages.
X-010,2022-12-20,X / Twitter,CEO succession,Conditional promise,Step down as Twitter chief executive after finding a successor.,When a successor was found,https://www.reuters.com/technology/musk-says-he-will-step-down-twitter-ceo-once-he-finds-successor-2022-12-21/,Musk says he will step down as Twitter CEO once he finds a successor,Tier 1 independent quoting Musk,2026-07-26,FULFILLED,Condition met in 2023,Yes,Not applicable,1,,1.0,Not established,Musk appointed Linda Yaccarino as CEO in May 2023 and moved to executive chair and chief technology officer roles.,https://www.reuters.com/business/autos-transportation/xs-tumultuous-journey-under-elon-musk-2025-07-09/,X's tumultuous journey under Elon Musk,,,High,Yes,"High-impact, concrete, externally verifiable claim or dated commitment","Primary source and/or major wire, official record, or established fact-checker","A missed deadline is scored as a reliability failure, not automatically as a deliberate lie."
X-011,2022-11-24,X / Twitter,Account amnesty,Dated promise,"Begin a general amnesty for suspended accounts the following week, excluding illegal activity and egregious spam.",Week beginning 2022-11-28,https://www.reuters.com/technology/elon-musk-says-twitter-provide-amnesty-some-suspended-accounts-starting-next-2022-11-24/,Musk says Twitter to provide amnesty to some suspended accounts,Tier 1 independent quoting Musk,2026-07-26,PARTIALLY_FULFILLED,Reinstatements occurred on schedule; boundaries remained inconsistent,Partial,Not applicable,,1,0.75,Not established,"Reuters reported by December 12 that Musk had reinstated accounts under a general amnesty, although the scale and consistent application of the exceptions were not independently auditable.",https://www.reuters.com/world/lgbtq-africans-fight-twitter-hate-speech-after-musks-takeover--trfn-2022-12-12/,LGBTQ+ Africans fight Twitter hate speech after Musk takeover,https://www.reuters.com/technology/twitter-introduce-new-controls-ad-placements-email-2022-12-09/,Twitter says amnesty excludes bad actors and illegal activity,Medium-High,No,"High-impact, concrete, externally verifiable claim or dated commitment","Primary source and/or major wire, official record, or established fact-checker","Date performance is scored, but the undefined scope keeps it out of binary resolved scoring."
NEURALINK-001,2019-07,Neuralink,Human trials,Dated forecast,Obtain regulatory approval for human brain-implant trials by the end of 2020.,2020-12-31,https://www.reuters.com/technology/elon-musks-missed-deadlines-fda-approval-neuralink-brain-chip-trials-2023-03-02/,Musk's missed Neuralink FDA deadlines,Tier 1 investigative reporting reconstructing the statement,2026-07-26,FULFILLED_LATE,About two and a half years late,Yes,Not applicable,1,0,0.5,Not established,"The FDA cleared Neuralink's first-in-human study in May 2023, well after the 2020 target.",https://www.reuters.com/science/elon-musks-neuralink-gets-us-fda-approval-human-clinical-study-brain-implants-2023-05-25/,Neuralink wins FDA clearance for first human study,,,High,Yes,"High-impact, concrete, externally verifiable claim or dated commitment","Primary source and/or major wire, official record, or established fact-checker","A missed deadline is scored as a reliability failure, not automatically as a deliberate lie."
NEURALINK-002,2021-02,Neuralink,Human trials,Dated forecast,Begin initial human trials later in 2021 if safety work and FDA discussions went well.,2021-12-31,https://www.reuters.com/technology/elon-musks-missed-deadlines-fda-approval-neuralink-brain-chip-trials-2023-03-02/,Musk's missed Neuralink FDA deadlines,Tier 1 investigative reporting quoting Musk,2026-07-26,FULFILLED_LATE,More than two years late,Yes,Not applicable,1,0,0.5,Not established,Neuralink did not begin its first human implant trial until 2024.,https://www.reuters.com/technology/neuralink-implants-brain-chip-first-human-musk-says-2024-01-29/,Neuralink implants brain chip in first human,https://www.reuters.com/legal/litigation/elon-musks-neuralink-says-it-has-21-participants-enrolled-trials-2026-01-28/,Neuralink reports 21 trial participants in 2026,High,Yes,"High-impact, concrete, externally verifiable claim or dated commitment","Primary source and/or major wire, official record, or established fact-checker","A missed deadline is scored as a reliability failure, not automatically as a deliberate lie."
NEURALINK-003,2022-04,Neuralink,First human implant,Dated aspirational forecast,Perform Neuralink's first human implant during 2022.,2022-12-31,https://www.reuters.com/technology/elon-musks-missed-deadlines-fda-approval-neuralink-brain-chip-trials-2023-03-02/,Musk's missed Neuralink FDA deadlines,Tier 1 investigative reporting quoting Musk,2026-07-26,FULFILLED_LATE,About thirteen months late,Yes,Not applicable,1,0,0.5,Not established,"The first human implant occurred in January 2024, after the 2022 target.",https://www.reuters.com/technology/neuralink-implants-brain-chip-first-human-musk-says-2024-01-29/,Neuralink implants brain chip in first human,,,High,Yes,"High-impact, concrete, externally verifiable claim or dated commitment","Primary source and/or major wire, official record, or established fact-checker","A missed deadline is scored as a reliability failure, not automatically as a deliberate lie."
NEURALINK-004,2022-11-30,Neuralink,Human trials,Dated forecast,Begin human clinical trials within six months.,By 2023-05-31,https://www.reuters.com/technology/elon-musk-says-expects-neuralink-begin-human-trials-six-months-2022-12-01/,Musk expects Neuralink human trials in six months,Tier 1 independent quoting Musk,2026-07-26,FULFILLED_LATE,FDA clearance arrived at deadline; implantation began about eight months later,Yes,Not applicable,1,0,0.75,Not established,"FDA clearance came in May 2023, but the first participant was implanted in January 2024, so actual human testing began later than six months.",https://www.reuters.com/science/elon-musks-neuralink-gets-us-fda-approval-human-clinical-study-brain-implants-2023-05-25/,Neuralink wins FDA clearance,https://www.reuters.com/technology/neuralink-implants-brain-chip-first-human-musk-says-2024-01-29/,Neuralink implants first human,High,Yes,"High-impact, concrete, externally verifiable claim or dated commitment","Primary source and/or major wire, official record, or established fact-checker","A missed deadline is scored as a reliability failure, not automatically as a deliberate lie."
NEURALINK-005,2024-01-29,Neuralink,Telepathy product capability,Capability claim,The first Neuralink product would let users control a phone or computer by thought.,No explicit deadline,https://www.reuters.com/technology/neuralink-implants-brain-chip-first-human-musk-says-2024-01-29/,Neuralink implants brain chip in first human,Tier 1 independent quoting Musk,2026-07-26,FULFILLED,Demonstrated in first participant,Yes,Not applicable,1,,1.0,Not established,The first participant controlled a computer cursor and later played online chess using the implant.,https://www.reuters.com/business/healthcare-pharmaceuticals/neuralinks-first-human-patient-able-control-mouse-through-thinking-musk-says-2024-02-20/,First Neuralink patient controls mouse by thought,https://www.reuters.com/business/healthcare-pharmaceuticals/neuralink-shows-first-brain-chip-patient-playing-online-chess-2024-03-21/,Neuralink patient plays online chess by thought,High,Yes,"High-impact, concrete, externally verifiable claim or dated commitment","Primary source and/or major wire, official record, or established fact-checker","A missed deadline is scored as a reliability failure, not automatically as a deliberate lie."
NEURALINK-006,2026-01-01,Neuralink,Manufacturing and surgery,Dated forecast,Begin high-volume implant production and fully automated surgery during 2026.,2026-12-31,https://www.reuters.com/business/healthcare-pharmaceuticals/musk-says-neuralink-start-high-volume-production-interface-devices-by-2026-2026-01-01/,Musk says Neuralink plans high-volume production by 2026,Tier 1 independent quoting Musk,2026-07-26,PENDING,Deadline still open,Pending,Not applicable,,,,Not established,"The 2026 deadline had not elapsed by the evaluation date. Neuralink reported 21 enrolled trial participants in January 2026, but that does not establish high-volume production or fully automated surgery.",https://www.reuters.com/legal/litigation/elon-musks-neuralink-says-it-has-21-participants-enrolled-trials-2026-01-28/,Neuralink reports 21 trial participants,,,High,No,"High-impact, concrete, externally verifiable claim or dated commitment","Primary source and/or major wire, official record, or established fact-checker",Future target excluded until the calendar year closes and evidence is available.
BORING-001,2018,The Boring Company,Hawthorne test tunnel,Dated promise,"Open the first Los Angeles-area test tunnel on December 10, 2018.",2018-12-10,https://www.reuters.com/article/world/elon-musk-unveils-his-first-los-angeles-area-tunnel-idUSKBN1OI03Q/,Musk unveils first Los Angeles-area tunnel,Tier 1 independent documenting statement and outcome,2026-07-26,FULFILLED_LATE,Eight days late,Yes,Not applicable,1,0,0.75,Not established,"The tunnel was unveiled on December 18, 2018, eight days after the announced opening date.",https://www.reuters.com/article/world/elon-musk-unveils-his-first-los-angeles-area-tunnel-idUSKBN1OI03Q/,Musk unveils first Los Angeles-area tunnel,,,High,Yes,"High-impact, concrete, externally verifiable claim or dated commitment","Primary source and/or major wire, official record, or established fact-checker","A missed deadline is scored as a reliability failure, not automatically as a deliberate lie."
BORING-002,2018-12-18,The Boring Company,Public tunnel rides,Dated promise,Offer free rides to the public in the Hawthorne tunnel in the coming months.,Early 2019,https://www.reuters.com/article/world/elon-musk-unveils-his-first-los-angeles-area-tunnel-idUSKBN1OI03Q/,Musk unveils first Los Angeles-area tunnel,Tier 1 independent quoting Musk,2026-07-26,NOT_FULFILLED,No sustained public service documented,No,Not applicable,0,0,0.0,Not established,The Hawthorne tunnel remained a test facility rather than becoming a regular free public transport service.,https://www.boringcompany.com/projects,The Boring Company project list,https://www.nytimes.com/interactive/2026/06/02/technology/elon-musk-promises-spacex-ipo.html,NYT audit of Musk's dated business goals,Medium-High,Yes,"High-impact, concrete, externally verifiable claim or dated commitment","Primary source and/or major wire, official record, or established fact-checker",One-off demonstrations are not treated as the promised continuing public service.
BORING-003,2018-06,The Boring Company,Chicago airport tunnel,Dated forecast,"Begin drilling the Chicago airport express tunnel within three to four months, subject to approvals.",September to October 2018,https://www.reuters.com/article/world/us-chicago-mayor-meets-with-dot-officials-on-musks-tunnel-project-idUSKBN1JO2CS/,Chicago mayor meets DOT officials on Musk tunnel project,Tier 1 independent quoting Musk,2026-07-26,NOT_FULFILLED,Missed; project never broke ground,No,Not applicable,0,0,0.0,Not established,The Chicago project did not begin drilling and was never built.,https://www.boringcompany.com/projects,The Boring Company project list,https://www.nytimes.com/interactive/2026/06/02/technology/elon-musk-promises-spacex-ipo.html,NYT audit of Musk's dated business goals,High,Yes,"High-impact, concrete, externally verifiable claim or dated commitment","Primary source and/or major wire, official record, or established fact-checker","Although approvals were a stated dependency, the public schedule did not materialize and the project was abandoned."
BORING-004,2018-06,The Boring Company,Chicago airport tunnel,Dated forecast,Make the Chicago airport express operational 18 to 24 months after drilling began.,Roughly 2020 to 2021,https://www.reuters.com/article/world/us-chicago-mayor-meets-with-dot-officials-on-musks-tunnel-project-idUSKBN1JO2CS/,Chicago mayor meets DOT officials on Musk tunnel project,Tier 1 independent quoting Musk,2026-07-26,NOT_FULFILLED,Missed; project never built,No,Not applicable,0,0,0.0,Not established,No Chicago airport tunnel service opened.,https://www.boringcompany.com/projects,The Boring Company project list,https://www.nytimes.com/interactive/2026/06/02/technology/elon-musk-promises-spacex-ipo.html,NYT audit of Musk's dated business goals,High,Yes,"High-impact, concrete, externally verifiable claim or dated commitment","Primary source and/or major wire, official record, or established fact-checker","A missed deadline is scored as a reliability failure, not automatically as a deliberate lie."
BORING-005,2017-07-20,The Boring Company,New York to Washington tunnel,Factual assertion,Said he had received verbal U.S. government approval for an underground New York-to-Washington route.,Present-tense claim,https://www.axios.com/2017/12/15/white-house-didnt-give-elon-musk-verbal-approval-for-tunnel-project-1513306894,White House did not give Musk verbal approval for tunnel project,Independent reporting quoting White House adviser,2026-07-26,FALSE_OR_UNSUPPORTED,Not applicable,No,False or unsupported,0,,0.0,Not established,"A White House adviser said Musk had received expressions of excitement, not government approval; formal approvals had not been granted.",https://www.axios.com/2017/12/15/white-house-didnt-give-elon-musk-verbal-approval-for-tunnel-project-1513306894,White House did not give Musk verbal approval for tunnel project,,,High,Yes,"High-impact, concrete, externally verifiable claim or dated commitment","Primary source and/or major wire, official record, or established fact-checker","A missed deadline is scored as a reliability failure, not automatically as a deliberate lie."
PUBLIC-001,2025-11-04,Public discourse,Elections,Factual assertion,Said New York City's ballot was a scam because mayoral candidates appeared twice.,Present-tense or retrospective claim,https://politifact.com/factchecks/2025/nov/04/elon-musk/new-york-city-mayor-election-ballot-fusion/,"Listing candidates twice is fusion voting, not a scam",Established specialist fact-checker with linked original statement,2026-07-26,FALSE,Not applicable,No,False (False),0,,0.0,Not established,Candidates appeared on multiple party lines under New York's longstanding fusion-voting system; voters could still vote for each candidate only once.,https://politifact.com/factchecks/2025/nov/04/elon-musk/new-york-city-mayor-election-ballot-fusion/,"Listing candidates twice is fusion voting, not a scam",https://politifact.com/personalities/elon-musk/,PolitiFact Elon Musk speaker scorecard,High,Yes,"Complete current PolitiFact Musk speaker-profile factual-claim corpus; this is a disputed-claims sample, not a random sample of everything Musk says","Established specialist fact-checker citing primary records, official data, experts, and the original Musk statement",A false rating establishes factual inaccuracy under the cited evidence; it does not by itself establish that Musk knowingly lied.
PUBLIC-002,2025-02-28,Public discourse,Social Security,Factual assertion,Called Social Security the biggest Ponzi scheme of all time.,Present-tense or retrospective claim,https://politifact.com/factchecks/2025/mar/19/elon-musk/is-social-security-a-ponzi-scheme-fact-checking-el/,Is Social Security a Ponzi scheme?,Established specialist fact-checker with linked original statement,2026-07-26,FALSE,Not applicable,No,False (False),0,,0.0,Not established,"PolitiFact found the analogy materially misleading because Social Security is a legally authorized public social-insurance program with transparent financing, not a fraudulent investment scheme.",https://politifact.com/factchecks/2025/mar/19/elon-musk/is-social-security-a-ponzi-scheme-fact-checking-el/,Is Social Security a Ponzi scheme?,https://politifact.com/personalities/elon-musk/,PolitiFact Elon Musk speaker scorecard,High,Yes,"Complete current PolitiFact Musk speaker-profile factual-claim corpus; this is a disputed-claims sample, not a random sample of everything Musk says","Established specialist fact-checker citing primary records, official data, experts, and the original Musk statement",A false rating establishes factual inaccuracy under the cited evidence; it does not by itself establish that Musk knowingly lied.
PUBLIC-003,2025-02-20,Public discourse,Immigration and elections,Factual assertion,Said President Biden's immigration policy was a giant voter-importation scam.,Present-tense or retrospective claim,https://politifact.com/factchecks/2025/feb/21/elon-musk/fact-check-elon-musk-cpac-bidens-immigration-polic/,No evidence of a Biden voter-importation plan,Established specialist fact-checker with linked original statement,2026-07-26,FALSE,Not applicable,No,False (Pants on Fire),0,,0.0,Not established,PolitiFact found no evidence of a plan to import voters; noncitizens cannot lawfully vote in federal elections and naturalization generally takes years.,https://politifact.com/factchecks/2025/feb/21/elon-musk/fact-check-elon-musk-cpac-bidens-immigration-polic/,No evidence of a Biden voter-importation plan,https://politifact.com/personalities/elon-musk/,PolitiFact Elon Musk speaker scorecard,High,Yes,"Complete current PolitiFact Musk speaker-profile factual-claim corpus; this is a disputed-claims sample, not a random sample of everything Musk says","Established specialist fact-checker citing primary records, official data, experts, and the original Musk statement",A false rating establishes factual inaccuracy under the cited evidence; it does not by itself establish that Musk knowingly lied.
PUBLIC-004,2025-02-10,Public discourse,FEMA funding,Factual assertion,Said FEMA sent $59 million in disaster-relief money to luxury New York hotels for migrants.,Present-tense or retrospective claim,https://politifact.com/factchecks/2025/feb/14/elon-musk/fema-did-not-give-disaster-relief-money-to-new-yor/,FEMA did not divert disaster relief money to luxury hotels,Established specialist fact-checker with linked original statement,2026-07-26,FALSE,Not applicable,No,False (False),0,,0.0,Not established,"The funding came from a separate congressionally appropriated migrant-shelter program, not FEMA's disaster-relief fund.",https://politifact.com/factchecks/2025/feb/14/elon-musk/fema-did-not-give-disaster-relief-money-to-new-yor/,FEMA did not divert disaster relief money to luxury hotels,https://politifact.com/personalities/elon-musk/,PolitiFact Elon Musk speaker scorecard,High,Yes,"Complete current PolitiFact Musk speaker-profile factual-claim corpus; this is a disputed-claims sample, not a random sample of everything Musk says","Established specialist fact-checker citing primary records, official data, experts, and the original Musk statement",A false rating establishes factual inaccuracy under the cited evidence; it does not by itself establish that Musk knowingly lied.
PUBLIC-005,2024-11-13,Public discourse,Pennsylvania election,Factual assertion,Said Senator Bob Casey was trying to change the election outcome by counting noncitizen votes.,Present-tense or retrospective claim,https://politifact.com/factchecks/2024/nov/19/elon-musk/no-democrat-bob-casey-is-not-asking-to-count-nonci/,Bob Casey was not asking to count noncitizen votes,Established specialist fact-checker with linked original statement,2026-07-26,FALSE,Not applicable,No,False (False),0,,0.0,Not established,"The litigation concerned provisional ballots with date or signature defects from otherwise eligible voters, not ballots cast by noncitizens.",https://politifact.com/factchecks/2024/nov/19/elon-musk/no-democrat-bob-casey-is-not-asking-to-count-nonci/,Bob Casey was not asking to count noncitizen votes,https://politifact.com/personalities/elon-musk/,PolitiFact Elon Musk speaker scorecard,High,Yes,"Complete current PolitiFact Musk speaker-profile factual-claim corpus; this is a disputed-claims sample, not a random sample of everything Musk says","Established specialist fact-checker citing primary records, official data, experts, and the original Musk statement",A false rating establishes factual inaccuracy under the cited evidence; it does not by itself establish that Musk knowingly lied.
PUBLIC-006,2024-10-02,Public discourse,CBP One and immigration,Factual assertion,Said CBP One approval took under five minutes with no documentation and included free government flights into the United States.,Present-tense or retrospective claim,https://politifact.com/factchecks/2024/oct/04/elon-musk/unpacking-elon-musks-false-claim-about-cbp-one-app/,"CBP One claim about approval, documents and flights was false",Established specialist fact-checker with linked original statement,2026-07-26,FALSE,Not applicable,No,False (False),0,,0.0,Not established,"PolitiFact found that the process required biographical and identity information, screening and an in-person appointment; the app itself did not grant immigration status or free flights.",https://politifact.com/factchecks/2024/oct/04/elon-musk/unpacking-elon-musks-false-claim-about-cbp-one-app/,"CBP One claim about approval, documents and flights was false",https://politifact.com/personalities/elon-musk/,PolitiFact Elon Musk speaker scorecard,High,Yes,"Complete current PolitiFact Musk speaker-profile factual-claim corpus; this is a disputed-claims sample, not a random sample of everything Musk says","Established specialist fact-checker citing primary records, official data, experts, and the original Musk statement",A false rating establishes factual inaccuracy under the cited evidence; it does not by itself establish that Musk knowingly lied.
PUBLIC-007,2024-02-26,Public discourse,Immigration and elections,Factual assertion,Said Democrats avoid deportations because every undocumented migrant is a highly likely future vote.,Present-tense or retrospective claim,https://politifact.com/factchecks/2024/mar/06/elon-musk/fact-check-elon-musks-claim-that-democrats-are-avo/,Claim that Democrats avoid deportations to win elections was false,Established specialist fact-checker with linked original statement,2026-07-26,FALSE,Not applicable,No,False (False),0,,0.0,Not established,"The claim lacked evidence, ignored deportations under Democratic administrations and conflated undocumented status with future citizenship and voting eligibility.",https://politifact.com/factchecks/2024/mar/06/elon-musk/fact-check-elon-musks-claim-that-democrats-are-avo/,Claim that Democrats avoid deportations to win elections was false,https://politifact.com/personalities/elon-musk/,PolitiFact Elon Musk speaker scorecard,High,Yes,"Complete current PolitiFact Musk speaker-profile factual-claim corpus; this is a disputed-claims sample, not a random sample of everything Musk says","Established specialist fact-checker citing primary records, official data, experts, and the original Musk statement",A false rating establishes factual inaccuracy under the cited evidence; it does not by itself establish that Musk knowingly lied.
PUBLIC-008,2024-02-16,Public discourse,Hormonal birth control,Factual assertion,"Said there was clear scientific consensus that hormonal birth control causes weight gain, doubles depression risk and triples suicide risk.",Present-tense or retrospective claim,https://politifact.com/factchecks/2024/feb/23/elon-musk/elon-musk-says-theres-scientific-consensus-on-birt/,No such clear scientific consensus exists,Established specialist fact-checker with linked original statement,2026-07-26,FALSE,Not applicable,No,False (False),0,,0.0,Not established,Evidence is mixed and method-dependent; experts rejected the claim of a clear consensus and the stated universal risk multipliers.,https://politifact.com/factchecks/2024/feb/23/elon-musk/elon-musk-says-theres-scientific-consensus-on-birt/,No such clear scientific consensus exists,https://politifact.com/personalities/elon-musk/,PolitiFact Elon Musk speaker scorecard,High,Yes,"Complete current PolitiFact Musk speaker-profile factual-claim corpus; this is a disputed-claims sample, not a random sample of everything Musk says","Established specialist fact-checker citing primary records, official data, experts, and the original Musk statement",A false rating establishes factual inaccuracy under the cited evidence; it does not by itself establish that Musk knowingly lied.
PUBLIC-009,2024-02-02,Public discourse,Immigration and elections,Factual assertion,Said Biden's strategy was to bring in as many undocumented immigrants as possible and legalize them to create a permanent political majority.,Present-tense or retrospective claim,https://politifact.com/factchecks/2024/feb/06/elon-musk/elon-musk-is-wrong-to-say-joe-biden-is-recruiting/,No evidence Biden was recruiting immigrants to create a permanent majority,Established specialist fact-checker with linked original statement,2026-07-26,FALSE,Not applicable,No,False (False),0,,0.0,Not established,"PolitiFact found no evidence of such a strategy and noted the long, uncertain path from unauthorized entry to citizenship and voting eligibility.",https://politifact.com/factchecks/2024/feb/06/elon-musk/elon-musk-is-wrong-to-say-joe-biden-is-recruiting/,No evidence Biden was recruiting immigrants to create a permanent majority,https://politifact.com/personalities/elon-musk/,PolitiFact Elon Musk speaker scorecard,High,Yes,"Complete current PolitiFact Musk speaker-profile factual-claim corpus; this is a disputed-claims sample, not a random sample of everything Musk says","Established specialist fact-checker citing primary records, official data, experts, and the original Musk statement",A false rating establishes factual inaccuracy under the cited evidence; it does not by itself establish that Musk knowingly lied.
PUBLIC-010,2022-05-02,Public discourse,Media coverage,Factual assertion,Said NBC News covered up the Hunter Biden laptop story.,Present-tense or retrospective claim,https://politifact.com/factchecks/2022/may/04/elon-musk/elon-musks-false-claim-nbc-news-covered-hunter-bid/,NBC News did cover the Hunter Biden laptop story,Established specialist fact-checker with linked original statement,2026-07-26,FALSE,Not applicable,No,False (False),0,,0.0,Not established,"NBC News published and broadcast multiple reports about the laptop and related authentication questions, contradicting the claim of a cover-up.",https://politifact.com/factchecks/2022/may/04/elon-musk/elon-musks-false-claim-nbc-news-covered-hunter-bid/,NBC News did cover the Hunter Biden laptop story,https://politifact.com/personalities/elon-musk/,PolitiFact Elon Musk speaker scorecard,High,Yes,"Complete current PolitiFact Musk speaker-profile factual-claim corpus; this is a disputed-claims sample, not a random sample of everything Musk says","Established specialist fact-checker citing primary records, official data, experts, and the original Musk statement",A false rating establishes factual inaccuracy under the cited evidence; it does not by itself establish that Musk knowingly lied.
